"event","level","Rank","Name","NAT","round","DD","Score","judge_num","judge_name"
"women's 3m springboard","preliminary",18,"KIM Suji","KOR","5",3,6.5,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",18,"KIM Suji","KOR","5",3,7,4," SANTOS Isabel"
"women's 3m springboard","preliminary",18,"KIM Suji","KOR","5",3,6.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",18,"KIM Suji","KOR","5",3,6.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",18,"KIM Suji","KOR","5",3,7,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","1",3,5.5,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","1",3,5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","1",3,5.5,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","1",3,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","1",3,5.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","1",3,5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","1",3,5,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","2",3,6,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","2",3,6.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","2",3,6,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","2",3,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","2",3,7,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","2",3,6.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","2",3,7,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","3",3,7,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","3",3,7,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","3",3,6.5,3," LEE William"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","3",3,7,4," REIS Violeta"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","3",3,6.5,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","3",3,6.5,6," RAO Lang"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","3",3,7,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","4",3.1,5.5,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","4",3.1,6,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","4",3.1,5.5,3," LEE William"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","4",3.1,6,4," REIS Violeta"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","4",3.1,6.5,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","4",3.1,6,6," RAO Lang"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","4",3.1,6.5,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","5",3,5.5,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","5",3,5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","5",3,5.5,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","5",3,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","5",3,5.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","5",3,6.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",19,"KHAMULKINA Alena","BLR","5",3,5.5,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","1",3,6.5,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","1",3,5.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","1",3,6,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","1",3,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","1",3,6,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","1",3,6.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","1",3,6,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","2",3,5,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","2",3,5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","2",3,5.5,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","2",3,5.5,4," SANTOS Isabel"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","2",3,5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","2",3,5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","2",3,5,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","3",3,6.5,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","3",3,6.5,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","3",3,6.5,3," LEE William"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","3",3,7.5,4," REIS Violeta"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","3",3,7,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","3",3,7,6," RAO Lang"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","3",3,7.5,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","4",3.1,5,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","4",3.1,5.5,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","4",3.1,5,3," LEE William"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","4",3.1,5.5,4," REIS Violeta"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","4",3.1,5.5,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","4",3.1,5,6," RAO Lang"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","4",3.1,5,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","5",3,7,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","5",3,6.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","5",3,7,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","5",3,7.5,4," SANTOS Isabel"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","5",3,6.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","5",3,7.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",20,"POLIAKOVA Mariia","RUS","5",3,7,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","1",3,7,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","1",3,6.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","1",3,7.5,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","1",3,6.5,4," SANTOS Isabel"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","1",3,6.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","1",3,7,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","1",3,7,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","2",3.1,2.5,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","2",3.1,2,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","2",3.1,2,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","2",3.1,2.5,4," SANTOS Isabel"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","2",3.1,3.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","2",3.1,3,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","2",3.1,3,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","3",3,7.5,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","3",3,7.5,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","3",3,7.5,3," LEE William"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","3",3,7,4," REIS Violeta"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","3",3,7.5,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","3",3,7,6," RAO Lang"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","3",3,7.5,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","4",3,5.5,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","4",3,5.5,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","4",3,6,3," LEE William"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","4",3,5,4," REIS Violeta"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","4",3,6.5,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","4",3,6,6," RAO Lang"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","4",3,6.5,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","5",3.5,6,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","5",3.5,6.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","5",3.5,6,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","5",3.5,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","5",3.5,5.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","5",3.5,5.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",21,"WARE Pamela","CAN","5",3.5,6,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","1",2.7,6,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","1",2.7,6.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","1",2.7,6,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","1",2.7,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","1",2.7,6,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","1",2.7,5.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","1",2.7,6,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","2",3.1,5,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","2",3.1,6,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","2",3.1,6,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","2",3.1,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","2",3.1,5.5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","2",3.1,6,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","2",3.1,6,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","3",3,6,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","3",3,5.5,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","3",3,6.5,3," LEE William"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","3",3,5.5,4," REIS Violeta"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","3",3,6.5,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","3",3,6.5,6," RAO Lang"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","3",3,7,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","4",3,6.5,1," ROCHA CHAVEZ Sergio"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","4",3,7,2," FRASER Lindsey Ann"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","4",3,6.5,3," LEE William"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","4",3,6.5,4," REIS Violeta"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","4",3,7,5," ZAMPIERI Marco"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","4",3,6.5,6," RAO Lang"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","4",3,7.5,7," SIEFKEN Jann Hendrik"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","5",3,5,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","5",3,4.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","5",3,5,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","5",3,5,4," SANTOS Isabel"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","5",3,5,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","5",3,5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",22,"ARNAUTOVA Anna","UKR","5",3,4.5,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","1",3,6,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","1",3,6.5,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","1",3,6,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","1",3,6.5,4," SANTOS Isabel"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","1",3,6,5," SCHLEPPS Holger"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","1",3,5.5,6," PRANARTA Pranarta"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","1",3,6.5,7," DAW Yehia Zakaria Yehia"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","2",3,6,1," FEOKTISTOV Eduard"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","2",3,6,2," GUAYACAN CONTRERAS Juan Carlos"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","2",3,5.5,3," van der VOORT Ronald"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","2",3,6,4," SANTOS Isabel"
"women's 3m springboard","preliminary",23,"PINEDA ZULETA Diana Isabel","COL","2",3,5.5,5," SCHLEPPS Holger"
