"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round","year","competition"
10,"LYSKUN Sofiia","UKR",4,"107B",3,7.5,6.5,7,7,7.5,7,7.5,"64.50","8",242.1,"10",45.8,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
10,"LYSKUN Sofiia","UKR",5,"305C",2.8,7,7,6.5,6.5,7,6.5,6.5,"56.00","=13",298.1,"10",73,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
11,"KURJO Maria","GER",1,"405B",2.8,7,7,6.5,7.5,6,7.5,7,"58.80","=10",58.8,"=10",16.2,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
11,"KURJO Maria","GER",2,"6243D",3.2,6,6,6,6,5.5,6,6,"57.60","10",116.4,"12",42,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
11,"KURJO Maria","GER",3,"107B",3,7.5,7.5,7,8,7.5,7.5,7,"67.50","3",183.9,"9",24,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
11,"KURJO Maria","GER",4,"205B",2.9,6.5,6.5,6.5,6,6.5,6.5,7,"56.55","13",240.45,"11",47.45,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
11,"KURJO Maria","GER",5,"5253B",3.2,4,4,4.5,4.5,5,5,5,"44.80","17",285.25,"11",85.85,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
12,"BIRCH Robyn","GBR",1,"6243D",3.2,7,7.5,7,7,7,7,7,"67.20","=5",67.2,"=5",7.8,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
12,"BIRCH Robyn","GBR",2,"407C",3.2,6,5.5,6,5,6,5.5,5.5,"54.40","11",121.6,"10",36.8,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
12,"BIRCH Robyn","GBR",3,"305C",2.8,5,5,5.5,5,5.5,5,6,"43.40","16",165,"12",42.9,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
12,"BIRCH Robyn","GBR",4,"107B",3,6.5,6.5,6.5,7,7,6.5,7,"60.00","9",225,"12",62.9,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
12,"BIRCH Robyn","GBR",5,"5253B",3.2,7,6,5.5,6,5.5,6.5,7,"59.20","=10",284.2,"12",86.9,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
13,"van DUIJN Celine","NED",1,"405B",2.8,6.5,7,6,6,6.5,6.5,6.5,"54.60","12",54.6,"12",20.4,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
13,"van DUIJN Celine","NED",2,"205B",2.9,6.5,5,5.5,6,6.5,6,6.5,"53.65","12",108.25,"14",50.15,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
13,"van DUIJN Celine","NED",3,"6243D",3.2,5.5,6.5,5.5,6,5.5,6,5.5,"54.40","11",162.65,"13",45.25,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
13,"van DUIJN Celine","NED",4,"107B",3,6,6.5,6,6,6,6,6,"54.00","14",216.65,"13",71.25,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
13,"van DUIJN Celine","NED",5,"5253B",3.2,6.5,6.5,6.5,5.5,6.5,7,6,"62.40","9",279.05,"13",92.05,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
14,"YOUNG Katrina","USA",1,"107B",3,5.5,5,5.5,5.5,5.5,4.5,5.5,"49.50","15",49.5,"15",25.5,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
14,"YOUNG Katrina","USA",2,"6243D",3.2,6.5,7.5,5.5,7,6.5,7,7,"65.60","5",115.1,"13",43.3,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
14,"YOUNG Katrina","USA",3,"207C",3.3,3,3.5,3.5,3.5,3.5,2.5,3,"33.00","=17",148.1,"16",59.8,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
14,"YOUNG Katrina","USA",4,"407C",3.2,5,6.5,7,6,5.5,5.5,7,"57.60","=11",205.7,"14",82.2,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
14,"YOUNG Katrina","USA",5,"5253B",3.2,6.5,7,6.5,7,7,7,7.5,"67.20","7",272.9,"14",98.2,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
15,"GILLILAND Tarrin","USA",1,"107B",3,5.5,4.5,6,5.5,6,5.5,6,"51.00","14",51,"14",24,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
15,"GILLILAND Tarrin","USA",2,"6243D",3.2,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"43.20","18",94.2,"17",64.2,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
15,"GILLILAND Tarrin","USA",3,"207C",3.3,5,4.5,4.5,5,5,5,5,"49.50","=13",143.7,"17",64.2,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
15,"GILLILAND Tarrin","USA",4,"407C",3.2,5.5,6,5,4.5,6,5,6,"52.80","15",196.5,"15",91.4,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
15,"GILLILAND Tarrin","USA",5,"5253B",3.2,5.5,6,6,5.5,6,5,6,"56.00","=13",252.5,"15",118.6,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
16,"WASSEN Elena","GER",1,"107B",3,4,4.5,4.5,4,4,4,4,"36.00","18",36,"18",39,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
16,"WASSEN Elena","GER",2,"205B",2.9,6,5,5.5,5.5,5.5,5.5,5.5,"47.85","16",83.85,"18",74.55,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
16,"WASSEN Elena","GER",3,"6243D",3.2,5.5,6,5.5,6,6,6,5.5,"56.00","10",139.85,"18",68.05,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
16,"WASSEN Elena","GER",4,"5253B",3.2,5,4.5,5,4.5,4.5,4.5,5,"44.80","16",184.65,"17",103.25,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
16,"WASSEN Elena","GER",5,"405B",2.8,7.5,7,7,6.5,7,7,7,"58.80","12",243.45,"16",127.65,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
17,"WILLIAMSON Teju","AUS",1,"305C",2.8,6,6.5,7,6.5,5.5,6,6.5,"53.20","13",53.2,"13",21.8,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
17,"WILLIAMSON Teju","AUS",2,"205B",2.9,4.5,5,5,5,4.5,5,5,"43.50","17",96.7,"16",61.7,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
17,"WILLIAMSON Teju","AUS",3,"5253B",3.2,3.5,3,5.5,5.5,5.5,5.5,6,"52.80","12",149.5,"14",58.4,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
17,"WILLIAMSON Teju","AUS",4,"407C",3.2,3,4,4.5,2.5,3.5,3.5,3.5,"33.60","18",183.1,"18",104.8,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
17,"WILLIAMSON Teju","AUS",5,"107B",3,5.5,5,4,5,5.5,5.5,6,"48.00","16",231.1,"17",140,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
18,"LIM Shen-Yan Freida","SGP",1,"405B",2.8,6,5,5.5,5,6,5.5,6,"47.60","16",47.6,"16",27.4,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
18,"LIM Shen-Yan Freida","SGP",2,"107B",3,5.5,6.5,5.5,6,5.5,6,6.5,"52.50","13",100.1,"15",58.3,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
18,"LIM Shen-Yan Freida","SGP",3,"205B",2.9,5.5,6,5.5,6,5.5,5,6,"49.30","15",149.4,"15",58.5,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
18,"LIM Shen-Yan Freida","SGP",4,"305C",2.8,4.5,4,4,4.5,4.5,5,5.5,"37.80","17",187.2,"16",100.7,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
18,"LIM Shen-Yan Freida","SGP",5,"5253B",3.2,3.5,4,3.5,3.5,4,4,3.5,"35.20","18",222.4,"18",148.7,"women's 10m platform","semifinal","2018","World_Cup_Wuhan"
1,"XIE Siyi","CHN",1,"5154B",3.4,9,9.5,9,8.5,9,9,8.5,"91.80","1",91.8,"1",NA," men's 3m springboard","final","2018","World_Cup_Wuhan"
1,"XIE Siyi","CHN",2,"5353B",3.3,8.5,9,8.5,8.5,8.5,8,8.5,"84.15","3",175.95,"1",NA," men's 3m springboard","final","2018","World_Cup_Wuhan"
1,"XIE Siyi","CHN",3,"207C",3.6,9,9,9,9.5,9,9.5,9,"97.20","1",273.15,"1",NA," men's 3m springboard","final","2018","World_Cup_Wuhan"
1,"XIE Siyi","CHN",4,"307C",3.5,8,9,8,8,8.5,8.5,8,"85.75","3",358.9,"1",NA," men's 3m springboard","final","2018","World_Cup_Wuhan"
1,"XIE Siyi","CHN",5,"407B",3.7,9,8.5,9,9,9.5,9,9,"99.90","1",458.8,"1",NA," men's 3m springboard","final","2018","World_Cup_Wuhan"
1,"XIE Siyi","CHN",6,"109C",3.8,8.5,9,8.5,8.5,9,9,8.5,"98.80","1",557.6,"1",NA," men's 3m springboard","final","2018","World_Cup_Wuhan"
2,"CAO Yuan","CHN",1,"407C",3.4,8.5,8,8.5,8,8.5,9,8.5,"86.70","=2",86.7,"=2",5.1," men's 3m springboard","final","2018","World_Cup_Wuhan"
2,"CAO Yuan","CHN",2,"5337D",3.5,8,8,8.5,8.5,8,8.5,8,"85.75","2",172.45,"2",3.5," men's 3m springboard","final","2018","World_Cup_Wuhan"
2,"CAO Yuan","CHN",3,"307C",3.5,8,8,8,7.5,8.5,8.5,7.5,"84.00","3",256.45,"3",16.7," men's 3m springboard","final","2018","World_Cup_Wuhan"
2,"CAO Yuan","CHN",4,"207C",3.6,9,8.5,8.5,8.5,8.5,8.5,8.5,"91.80","2",348.25,"3",10.65," men's 3m springboard","final","2018","World_Cup_Wuhan"
2,"CAO Yuan","CHN",5,"5156B",3.9,8.5,8.5,8.5,8.5,8.5,8,8.5,"99.45","2",447.7,"2",11.1," men's 3m springboard","final","2018","World_Cup_Wuhan"
2,"CAO Yuan","CHN",6,"109C",3.8,8.5,9,8.5,8.5,8.5,8.5,9,"96.90","2",544.6,"2",13," men's 3m springboard","final","2018","World_Cup_Wuhan"
3,"LAUGHER Jack","GBR",1,"5154B",3.4,9,8.5,8.5,9,8.5,8,8.5,"86.70","=2",86.7,"=2",5.1," men's 3m springboard","final","2018","World_Cup_Wuhan"
3,"LAUGHER Jack","GBR",2,"307C",3.5,7.5,8.5,8,8.5,7.5,8,8,"84.00","4",170.7,"3",5.25," men's 3m springboard","final","2018","World_Cup_Wuhan"
3,"LAUGHER Jack","GBR",3,"407C",3.4,8.5,8.5,8.5,8.5,8.5,8,8.5,"86.70","2",257.4,"2",15.75," men's 3m springboard","final","2018","World_Cup_Wuhan"
3,"LAUGHER Jack","GBR",4,"5156B",3.9,8,8.5,8,8,8,8,8.5,"93.60","1",351,"2",7.9," men's 3m springboard","final","2018","World_Cup_Wuhan"
3,"LAUGHER Jack","GBR",5,"109C",3.8,6.5,5.5,6,6.5,7,5.5,6.5,"72.20","7",423.2,"3",35.6," men's 3m springboard","final","2018","World_Cup_Wuhan"
3,"LAUGHER Jack","GBR",6,"207C",3.6,8.5,8.5,8.5,8.5,8,8.5,9,"91.80","3",515,"3",42.6," men's 3m springboard","final","2018","World_Cup_Wuhan"
4,"PACHECO MARRUFO Rommel","MEX",1,"5154B",3.4,8,8.5,8.5,8.5,8,8,8,"83.30","=4",83.3,"=4",8.5," men's 3m springboard","final","2018","World_Cup_Wuhan"
4,"PACHECO MARRUFO Rommel","MEX",2,"407C",3.4,8.5,9,8.5,8.5,8.5,8,8,"86.70","1",170,"4",5.95," men's 3m springboard","final","2018","World_Cup_Wuhan"
4,"PACHECO MARRUFO Rommel","MEX",3,"205B",3,6.5,6,6.5,6,7,7,6.5,"58.50","11",228.5,"5",44.65," men's 3m springboard","final","2018","World_Cup_Wuhan"
4,"PACHECO MARRUFO Rommel","MEX",4,"5353B",3.3,7.5,8,8,7.5,8,8,8,"79.20","5",307.7,"4",51.2," men's 3m springboard","final","2018","World_Cup_Wuhan"
4,"PACHECO MARRUFO Rommel","MEX",5,"307C",3.5,6.5,7,6.5,7,6.5,6.5,6,"68.25","8",375.95,"4",82.85," men's 3m springboard","final","2018","World_Cup_Wuhan"
4,"PACHECO MARRUFO Rommel","MEX",6,"109C",3.8,7,7,7,7.5,7,7,7,"79.80","6",455.75,"4",101.85," men's 3m springboard","final","2018","World_Cup_Wuhan"
5,"HAUSDING Patrick","GER",1,"205B",3,8,8.5,8,8,8,8,8,"72.00","9",72,"9",19.8," men's 3m springboard","final","2018","World_Cup_Wuhan"
5,"HAUSDING Patrick","GER",2,"307C",3.5,6,5.5,5.5,6,7,7,6,"63.00","9",135,"10",40.95," men's 3m springboard","final","2018","World_Cup_Wuhan"
5,"HAUSDING Patrick","GER",3,"5154B",3.4,8.5,7.5,8.5,8,8,8,8,"81.60","5",216.6,"7",56.55," men's 3m springboard","final","2018","World_Cup_Wuhan"
5,"HAUSDING Patrick","GER",4,"407C",3.4,8,8,8,8.5,8,8,8,"81.60","4",298.2,"5",60.7," men's 3m springboard","final","2018","World_Cup_Wuhan"
5,"HAUSDING Patrick","GER",5,"109C",3.8,7,5.5,6.5,6.5,6.5,6.5,6,"74.10","6",372.3,"5",86.5," men's 3m springboard","final","2018","World_Cup_Wuhan"
5,"HAUSDING Patrick","GER",6,"5156B",3.9,6.5,7,6.5,6.5,7,5.5,6.5,"76.05","9",448.35,"5",109.25," men's 3m springboard","final","2018","World_Cup_Wuhan"
6,"CASTILLO HUERTA Yahel Ernesto","MEX",1,"5154B",3.4,8,8,7.5,7.5,8,7.5,8,"79.90","=7",79.9,"=7",11.9," men's 3m springboard","final","2018","World_Cup_Wuhan"
6,"CASTILLO HUERTA Yahel Ernesto","MEX",2,"407C",3.4,7.5,7.5,7.5,7.5,7.5,7.5,7,"76.50","=5",156.4,"5",19.55," men's 3m springboard","final","2018","World_Cup_Wuhan"
6,"CASTILLO HUERTA Yahel Ernesto","MEX",3,"109C",3.8,7.5,7,7,6.5,7.5,7,7.5,"81.70","4",238.1,"4",35.05," men's 3m springboard","final","2018","World_Cup_Wuhan"
6,"CASTILLO HUERTA Yahel Ernesto","MEX",4,"307C",3.5,4.5,4.5,5,4,5,4.5,4,"47.25","12",285.35,"7",73.55," men's 3m springboard","final","2018","World_Cup_Wuhan"
6,"CASTILLO HUERTA Yahel Ernesto","MEX",5,"205B",3,7,6,6.5,6.5,7,6.5,7,"60.00","10",345.35,"7",113.45," men's 3m springboard","final","2018","World_Cup_Wuhan"
6,"CASTILLO HUERTA Yahel Ernesto","MEX",6,"5156B",3.9,7.5,6.5,7,6.5,7.5,7.5,7.5,"85.80","4",431.15,"6",126.45," men's 3m springboard","final","2018","World_Cup_Wuhan"
7,"DINGLEY Oliver","IRL",1,"5154B",3.4,8,7.5,8,7.5,8,7.5,8,"79.90","=7",79.9,"=7",11.9," men's 3m springboard","final","2018","World_Cup_Wuhan"
7,"DINGLEY Oliver","IRL",2,"205B",3,7.5,7,8,7.5,7.5,7,7,"66.00","8",145.9,"6",30.05," men's 3m springboard","final","2018","World_Cup_Wuhan"
7,"DINGLEY Oliver","IRL",3,"307C",3.5,5.5,7,6.5,7.5,7,6.5,7,"71.75","7",217.65,"6",55.5," men's 3m springboard","final","2018","World_Cup_Wuhan"
7,"DINGLEY Oliver","IRL",4,"407C",3.4,7,7,7,7.5,7.5,7,7,"71.40","7",289.05,"6",69.85," men's 3m springboard","final","2018","World_Cup_Wuhan"
7,"DINGLEY Oliver","IRL",5,"109C",3.8,4.5,5,5,5,4.5,4.5,4.5,"53.20","12",342.25,"9",116.55," men's 3m springboard","final","2018","World_Cup_Wuhan"
7,"DINGLEY Oliver","IRL",6,"5253B",3.4,7.5,7.5,7,7,7.5,7.5,7.5,"76.50","=7",418.75,"7",138.85," men's 3m springboard","final","2018","World_Cup_Wuhan"
8,"SAKAI Sho","JPN",1,"405B",3,8,8,8,7,7,7.5,7.5,"69.00","10",69,"10",22.8," men's 3m springboard","final","2018","World_Cup_Wuhan"
8,"SAKAI Sho","JPN",2,"305B",3,8.5,8.5,8,8.5,8.5,8.5,8.5,"76.50","=5",145.5,"7",30.45," men's 3m springboard","final","2018","World_Cup_Wuhan"
8,"SAKAI Sho","JPN",3,"5154B",3.4,6.5,7,5.5,6,6.5,6.5,6,"64.60","9",210.1,"8",63.05," men's 3m springboard","final","2018","World_Cup_Wuhan"
8,"SAKAI Sho","JPN",4,"205B",3,6,6.5,7,6,6,6.5,6,"55.50","9",265.6,"9",93.3," men's 3m springboard","final","2018","World_Cup_Wuhan"
8,"SAKAI Sho","JPN",5,"307C",3.5,7.5,8.5,7.5,7.5,7.5,7.5,7.5,"78.75","4",344.35,"8",114.45," men's 3m springboard","final","2018","World_Cup_Wuhan"
8,"SAKAI Sho","JPN",6,"107B",3.1,8,7.5,7.5,7.5,7.5,7.5,8,"69.75","11",414.1,"8",143.5," men's 3m springboard","final","2018","World_Cup_Wuhan"
9,"HIXON Mike","USA",1,"5154B",3.4,8,8,8.5,8.5,8,8,8.5,"83.30","=4",83.3,"=4",8.5," men's 3m springboard","final","2018","World_Cup_Wuhan"
9,"HIXON Mike","USA",2,"205B",3,5.5,6,5.5,6.5,6,6,6,"54.00","11",137.3,"9",38.65," men's 3m springboard","final","2018","World_Cup_Wuhan"
9,"HIXON Mike","USA",3,"5337D",3.5,5.5,5.5,4.5,4,5,6,6,"56.00","12",193.3,"11",79.85," men's 3m springboard","final","2018","World_Cup_Wuhan"
9,"HIXON Mike","USA",4,"307C",3.5,7.5,7,7.5,8,7.5,7,7.5,"78.75","6",272.05,"8",86.85," men's 3m springboard","final","2018","World_Cup_Wuhan"
9,"HIXON Mike","USA",5,"407C",3.4,8,8.5,8,8,8,8,8,"81.60","3",353.65,"6",105.15," men's 3m springboard","final","2018","World_Cup_Wuhan"
9,"HIXON Mike","USA",6,"109C",3.8,5,5,5,5,5,4.5,5.5,"57.00","12",410.65,"9",146.95," men's 3m springboard","final","2018","World_Cup_Wuhan"
10,"IMBEAU-DULAC Francois","CAN",1,"205B",3,6.5,6.5,6.5,7,6.5,7,6.5,"58.50","12",58.5,"12",33.3," men's 3m springboard","final","2018","World_Cup_Wuhan"
10,"IMBEAU-DULAC Francois","CAN",2,"107B",3.1,8,7.5,7.5,8,7.5,8,8,"72.85","7",131.35,"11",44.6," men's 3m springboard","final","2018","World_Cup_Wuhan"
10,"IMBEAU-DULAC Francois","CAN",3,"307C",3.5,6.5,7.5,6,7,6.5,5.5,6.5,"68.25","8",199.6,"10",73.55," men's 3m springboard","final","2018","World_Cup_Wuhan"
10,"IMBEAU-DULAC Francois","CAN",4,"5156B",3.9,7,6,6,6,6.5,6,7,"*48.75","11",248.35,"11",110.55," men's 3m springboard","final","2018","World_Cup_Wuhan"
10,"IMBEAU-DULAC Francois","CAN",5,"405B",3,7,7.5,7.5,7.5,7.5,7,7.5,"67.50","9",315.85,"11",142.95," men's 3m springboard","final","2018","World_Cup_Wuhan"
10,"IMBEAU-DULAC Francois","CAN",6,"5337D",3.5,8,7.5,7.5,8,7.5,8,8,"82.25","5",398.1,"10",159.5," men's 3m springboard","final","2018","World_Cup_Wuhan"
11,"TERAUCHI Ken","JPN",1,"205B",3,7.5,7.5,8,8,7.5,7,7.5,"67.50","11",67.5,"11",24.3," men's 3m springboard","final","2018","World_Cup_Wuhan"
11,"TERAUCHI Ken","JPN",2,"305B",3,2,3.5,3.5,2.5,3,3.5,3,"28.50","12",96,"12",79.95," men's 3m springboard","final","2018","World_Cup_Wuhan"
11,"TERAUCHI Ken","JPN",3,"5353B",3.3,8,7.5,7,8,8,8,7.5,"77.55","6",173.55,"12",99.6," men's 3m springboard","final","2018","World_Cup_Wuhan"
11,"TERAUCHI Ken","JPN",4,"405B",3,7.5,7.5,7.5,8,7.5,8,8,"69.00","8",242.55,"12",116.35," men's 3m springboard","final","2018","World_Cup_Wuhan"
11,"TERAUCHI Ken","JPN",5,"5154B",3.4,7.5,7.5,7.5,7.5,7.5,7,7.5,"76.50","5",319.05,"10",139.75," men's 3m springboard","final","2018","World_Cup_Wuhan"
11,"TERAUCHI Ken","JPN",6,"107B",3.1,8,7.5,8,8,8,7,8,"74.40","10",393.45,"11",164.15," men's 3m springboard","final","2018","World_Cup_Wuhan"
12,"DUTOIT Guillaume","SUI",1,"407C",3.4,8,8,8,8.5,8.5,8,8,"81.60","6",81.6,"6",10.2," men's 3m springboard","final","2018","World_Cup_Wuhan"
12,"DUTOIT Guillaume","SUI",2,"107B",3.1,4.5,6.5,6.5,6,6.5,7,7,"60.45","10",142.05,"8",33.9," men's 3m springboard","final","2018","World_Cup_Wuhan"
12,"DUTOIT Guillaume","SUI",3,"109C",3.8,4,5.5,5.5,5.5,4.5,6,5.5,"62.70","10",204.75,"9",68.4," men's 3m springboard","final","2018","World_Cup_Wuhan"
12,"DUTOIT Guillaume","SUI",4,"307C",3.5,5,4.5,4.5,5,4.5,5.5,4.5,"49.00","10",253.75,"10",105.15," men's 3m springboard","final","2018","World_Cup_Wuhan"
12,"DUTOIT Guillaume","SUI",5,"207C",3.6,5,4.5,6,5.5,4.5,5,5.5,"55.80","11",309.55,"12",149.25," men's 3m springboard","final","2018","World_Cup_Wuhan"
12,"DUTOIT Guillaume","SUI",6,"5154B",3.4,7,7.5,7.5,7,7.5,7.5,7.5,"76.50","=7",386.05,"12",171.55," men's 3m springboard","final","2018","World_Cup_Wuhan"
1,"SHI Tingmao","CHN",1,"405B",3,8.5,9,8.5,9,8.5,9,9,"79.50","1",79.5,"1",NA,"women's 3m springboard","final","2018","World_Cup_Wuhan"
1,"SHI Tingmao","CHN",2,"205B",3,8.5,9,8.5,9,9,8.5,9,"79.50","=1",159,"1",NA,"women's 3m springboard","final","2018","World_Cup_Wuhan"
1,"SHI Tingmao","CHN",3,"305B",3,9,9,9,9,9,8,9,"81.00","1",240,"1",NA,"women's 3m springboard","final","2018","World_Cup_Wuhan"
1,"SHI Tingmao","CHN",4,"107B",3.1,9,9,9,9.5,8,9.5,9,"83.70","1",323.7,"1",NA,"women's 3m springboard","final","2018","World_Cup_Wuhan"
1,"SHI Tingmao","CHN",5,"5152B",3,9,9,9,10,9,9,9,"81.00","1",404.7,"1",NA,"women's 3m springboard","final","2018","World_Cup_Wuhan"
2,"WANG Han","CHN",1,"405B",3,7.5,8.5,8,8,7.5,8,8.5,"72.00","=3",72,"=3",7.5,"women's 3m springboard","final","2018","World_Cup_Wuhan"
2,"WANG Han","CHN",2,"205B",3,9,9,8.5,8.5,8.5,9,9,"79.50","=1",151.5,"2",7.5,"women's 3m springboard","final","2018","World_Cup_Wuhan"
2,"WANG Han","CHN",3,"305B",3,8.5,9,8.5,9,9,8,8.5,"78.00","2",229.5,"2",10.5,"women's 3m springboard","final","2018","World_Cup_Wuhan"
2,"WANG Han","CHN",4,"107B",3.1,8.5,8.5,8.5,8,8,8.5,8.5,"79.05","2",308.55,"2",15.15,"women's 3m springboard","final","2018","World_Cup_Wuhan"
2,"WANG Han","CHN",5,"5152B",3,7.5,8.5,8.5,8.5,8,8,8.5,"75.00","3",383.55,"2",21.15,"women's 3m springboard","final","2018","World_Cup_Wuhan"
3,"WARE Pamela","CAN",1,"205B",3,8,8,7.5,8,7.5,8,8,"72.00","=3",72,"=3",7.5,"women's 3m springboard","final","2018","World_Cup_Wuhan"
3,"WARE Pamela","CAN",2,"107B",3.1,7.5,7.5,7.5,8,7.5,8,7.5,"69.75","3",141.75,"4",17.25,"women's 3m springboard","final","2018","World_Cup_Wuhan"
3,"WARE Pamela","CAN",3,"405B",3,8,8.5,7.5,8,8,8,8,"72.00","3",213.75,"3",26.25,"women's 3m springboard","final","2018","World_Cup_Wuhan"
3,"WARE Pamela","CAN",4,"305B",3,8,8,7.5,7.5,7,7.5,7.5,"67.50","=5",281.25,"3",42.45,"women's 3m springboard","final","2018","World_Cup_Wuhan"
3,"WARE Pamela","CAN",5,"5152B",3,7.5,7,7.5,7.5,7.5,7,8,"67.50","=6",348.75,"3",55.95,"women's 3m springboard","final","2018","World_Cup_Wuhan"
4,"KEENEY Maddison","AUS",1,"205B",3,7.5,7,7,7.5,7,7.5,7.5,"66.00","=6",66,"=6",13.5,"women's 3m springboard","final","2018","World_Cup_Wuhan"
4,"KEENEY Maddison","AUS",2,"305B",3,7.5,7,7.5,7,7.5,7,7.5,"66.00","7",132,"6",27,"women's 3m springboard","final","2018","World_Cup_Wuhan"
4,"KEENEY Maddison","AUS",3,"405B",3,7.5,7,7.5,7,8,7,8,"66.00","5",198,"6",42,"women's 3m springboard","final","2018","World_Cup_Wuhan"
4,"KEENEY Maddison","AUS",4,"107B",3.1,7.5,7,7.5,7,7,7,7.5,"66.65","8",264.65,"5",59.05,"women's 3m springboard","final","2018","World_Cup_Wuhan"
4,"KEENEY Maddison","AUS",5,"5154B",3.4,8,7.5,8,7,8,7.5,7.5,"78.20","2",342.85,"4",61.85,"women's 3m springboard","final","2018","World_Cup_Wuhan"
5,"PALMER Krysta","USA",1,"405C",2.7,8,7.5,7.5,7.5,8,8,7,"62.10","9",62.1,"9",17.4,"women's 3m springboard","final","2018","World_Cup_Wuhan"
5,"PALMER Krysta","USA",2,"5154B",3.4,7,6.5,6.5,5.5,6,6,6.5,"64.60","9",126.7,"8",32.3,"women's 3m springboard","final","2018","World_Cup_Wuhan"
5,"PALMER Krysta","USA",3,"107B",3.1,7,6.5,7,7,7,7,7,"65.10","7",191.8,"8",48.2,"women's 3m springboard","final","2018","World_Cup_Wuhan"
5,"PALMER Krysta","USA",4,"305B",3,7,8.5,7.5,8,8,8,7.5,"70.50","=3",262.3,"7",61.4,"women's 3m springboard","final","2018","World_Cup_Wuhan"
5,"PALMER Krysta","USA",5,"205B",3,7.5,7.5,8,7.5,8,8,7.5,"69.00","5",331.3,"5",73.4,"women's 3m springboard","final","2018","World_Cup_Wuhan"
6,"SMITH Anabelle","AUS",1,"107B",3.1,7.5,8,8,8,8,8.5,7.5,"74.40","2",74.4,"2",5.1,"women's 3m springboard","final","2018","World_Cup_Wuhan"
6,"SMITH Anabelle","AUS",2,"5152B",3,7.5,7.5,8,7,8,8,7.5,"69.00","=4",143.4,"3",15.6,"women's 3m springboard","final","2018","World_Cup_Wuhan"
