"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round"
"1","LAUGHER Jack","GBR",1,"5154B","3.4","8.5","8.0","8.0","8.5","8.0","8.5","8.0","83.30","1","83.30","1",""," men's 3m springboard","semifinal a"
"1","LAUGHER Jack","GBR",2,"307C","3.5","8.5","8.0","7.5","7.5","8.0","8.0","7.5","82.25","1","165.55","1",""," men's 3m springboard","semifinal a"
"1","LAUGHER Jack","GBR",3,"407C","3.4","7.5","7.5","8.0","7.0","8.0","7.5","7.5","76.50","4","242.05","1",""," men's 3m springboard","semifinal a"
"1","LAUGHER Jack","GBR",4,"5156B","3.9","7.5","7.5","7.5","7.5","7.5","7.0","7.5","87.75","1","329.80","1",""," men's 3m springboard","semifinal a"
"1","LAUGHER Jack","GBR",5,"109C","3.8","7.5","6.0","7.0","7.5","7.0","7.0","7.5","81.70","2","411.50","1",""," men's 3m springboard","semifinal a"
"1","LAUGHER Jack","GBR",6,"207C","3.6","8.0","8.0","8.0","8.0","8.5","8.0","8.0","86.40","1","497.90","1",""," men's 3m springboard","semifinal a"
"2","ZAKHAROV Ilia","RUS",1,"407C","3.4","8.0","7.5","7.5","7.5","8.5","8.0","7.5","78.20","3","78.20","3","5.10"," men's 3m springboard","semifinal a"
"2","ZAKHAROV Ilia","RUS",2,"207C","3.6","7.0","7.5","7.5","7.5","7.0","7.5","7.5","81.00","2","159.20","2","6.35"," men's 3m springboard","semifinal a"
"2","ZAKHAROV Ilia","RUS",3,"307C","3.5","7.0","7.0","7.0","7.5","6.5","7.5","7.0","73.50","5","232.70","2","9.35"," men's 3m springboard","semifinal a"
"2","ZAKHAROV Ilia","RUS",4,"107B","3.1","8.5","9.0","8.0","8.5","8.5","8.5","8.5","79.05","2","311.75","2","18.05"," men's 3m springboard","semifinal a"
"2","ZAKHAROV Ilia","RUS",5,"5154B","3.4","7.0","6.5","7.5","7.0","7.0","8.0","7.0","71.40","5","383.15","3","28.35"," men's 3m springboard","semifinal a"
"2","ZAKHAROV Ilia","RUS",6,"109C","3.8","8.0","7.0","7.0","7.5","7.5","7.5","7.5","85.50","3","468.65","2","29.25"," men's 3m springboard","semifinal a"
"3","GAGNE Philippe","CAN",1,"205B","3.0","7.5","7.5","8.0","7.5","8.0","7.0","7.5","67.50","=5","67.50","=5","15.80"," men's 3m springboard","semifinal a"
"3","GAGNE Philippe","CAN",2,"107B","3.1","8.0","8.0","8.0","8.0","8.0","7.5","8.0","74.40","3","141.90","4","23.65"," men's 3m springboard","semifinal a"
"3","GAGNE Philippe","CAN",3,"5154B","3.4","8.0","7.5","7.5","8.0","8.0","8.0","8.0","81.60","=1","223.50","4","18.55"," men's 3m springboard","semifinal a"
"3","GAGNE Philippe","CAN",4,"407C","3.4","7.5","7.0","8.0","7.5","7.0","7.0","7.5","74.80","3","298.30","3","31.50"," men's 3m springboard","semifinal a"
"3","GAGNE Philippe","CAN",5,"307C","3.5","8.0","8.5","8.5","8.5","8.5","8.5","8.5","89.25","1","387.55","2","23.95"," men's 3m springboard","semifinal a"
"3","GAGNE Philippe","CAN",6,"5337D","3.5","7.5","7.0","7.5","7.5","7.0","7.5","7.5","78.75","5","466.30","3","31.60"," men's 3m springboard","semifinal a"
"4","KUZNETSOV Evgenii","RUS",1,"407C","3.4","7.5","8.0","8.0","8.0","8.5","7.5","7.5","79.90","2","79.90","2","3.40"," men's 3m springboard","semifinal a"
"4","KUZNETSOV Evgenii","RUS",2,"107B","3.1","7.5","8.0","7.0","8.0","7.5","7.5","7.5","69.75","4","149.65","3","15.90"," men's 3m springboard","semifinal a"
"4","KUZNETSOV Evgenii","RUS",3,"5154B","3.4","8.0","8.0","8.0","8.0","7.5","8.0","7.5","81.60","=1","231.25","3","10.80"," men's 3m springboard","semifinal a"
"4","KUZNETSOV Evgenii","RUS",4,"207C","3.6","5.5","5.0","5.5","5.5","5.0","5.5","6.0","59.40","5","290.65","4","39.15"," men's 3m springboard","semifinal a"
"4","KUZNETSOV Evgenii","RUS",5,"307C","3.5","7.0","7.0","7.5","7.5","7.5","7.5","7.5","78.75","3","369.40","4","42.10"," men's 3m springboard","semifinal a"
"4","KUZNETSOV Evgenii","RUS",6,"109C","3.8","7.0","7.5","7.5","7.0","7.5","7.0","7.0","81.70","4","451.10","4","46.80"," men's 3m springboard","semifinal a"
"5","PACHECO MARRUFO Rommel","MEX",1,"407C","3.4","7.5","7.5","7.5","7.5","8.0","7.5","8.0","76.50","4","76.50","4","6.80"," men's 3m springboard","semifinal a"
"5","PACHECO MARRUFO Rommel","MEX",2,"205B","3.0","5.5","6.0","6.5","6.5","6.5","6.0","7.0","57.00","6","133.50","6","32.05"," men's 3m springboard","semifinal a"
