"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round"
"1","ZAKHAROV Ilia","RUS",1,"407C","3.4","8.5","8.5","8.0","8.5","8.0","8.0","8.0","83.30","1","83.30","1",""," men's 3m springboard","semifinal a"
"1","ZAKHAROV Ilia","RUS",2,"207C","3.6","7.0","7.5","7.0","7.5","8.0","7.5","7.5","81.00","3","164.30","1",""," men's 3m springboard","semifinal a"
"1","ZAKHAROV Ilia","RUS",3,"307C","3.5","7.0","6.5","6.0","6.0","6.0","6.5","6.5","66.50","2","230.80","2","7.85"," men's 3m springboard","semifinal a"
"1","ZAKHAROV Ilia","RUS",4,"107B","3.1","8.0","8.5","8.0","8.5","8.5","8.5","8.0","77.50","3","308.30","2","11.35"," men's 3m springboard","semifinal a"
"1","ZAKHAROV Ilia","RUS",5,"5154B","3.4","7.0","7.5","7.5","7.5","7.0","7.5","6.5","74.80","5","383.10","2","25.80"," men's 3m springboard","semifinal a"
"1","ZAKHAROV Ilia","RUS",6,"109C","3.8","8.0","8.5","8.0","8.5","8.5","9.0","8.5","96.90","1","480.00","1",""," men's 3m springboard","semifinal a"
"2","CAO Yuan","CHN",1,"407C","3.4","7.0","7.5","6.5","7.5","7.5","6.5","8.0","74.80","3","74.80","3","8.50"," men's 3m springboard","semifinal a"
"2","CAO Yuan","CHN",2,"5154B","3.4","8.0","8.0","8.0","8.0","8.5","8.0","8.0","81.60","2","156.40","=3","7.90"," men's 3m springboard","semifinal a"
"2","CAO Yuan","CHN",3,"307C","3.5","7.5","8.0","8.0","7.5","8.0","8.0","7.0","82.25","1","238.65","1",""," men's 3m springboard","semifinal a"
"2","CAO Yuan","CHN",4,"207C","3.6","8.0","8.0","7.5","6.0","7.0","7.5","7.5","81.00","1","319.65","1",""," men's 3m springboard","semifinal a"
"2","CAO Yuan","CHN",5,"5337D","3.5","8.5","8.0","8.5","8.5","9.0","8.5","8.5","89.25","1","408.90","1",""," men's 3m springboard","semifinal a"
"2","CAO Yuan","CHN",6,"109C","3.8","6.5","5.0","5.5","6.5","5.5","5.0","5.5","62.70","5","471.60","2","8.40"," men's 3m springboard","semifinal a"
"3","HAUSDING Patrick","GER",1,"205B","3.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","72.00","4","72.00","4","11.30"," men's 3m springboard","semifinal a"
"3","HAUSDING Patrick","GER",2,"307C","3.5","7.5","8.0","8.5","8.0","8.5","8.5","8.0","85.75","1","157.75","2","6.55"," men's 3m springboard","semifinal a"
"3","HAUSDING Patrick","GER",3,"5355B","3.7","4.5","4.5","4.0","4.0","4.0","4.5","3.5","46.25","5","204.00","4","34.65"," men's 3m springboard","semifinal a"
"3","HAUSDING Patrick","GER",4,"407C","3.4","7.5","7.0","7.5","7.5","7.5","7.5","8.0","76.50","4","280.50","3","39.15"," men's 3m springboard","semifinal a"
"3","HAUSDING Patrick","GER",5,"109C","3.8","7.5","7.5","7.5","7.5","8.0","7.5","8.5","85.50","2","366.00","3","42.90"," men's 3m springboard","semifinal a"
"3","HAUSDING Patrick","GER",6,"5154B","3.4","7.5","7.5","8.5","8.0","8.0","8.5","8.0","81.60","=2","447.60","3","32.40"," men's 3m springboard","semifinal a"
"4","LIN Yue","CHN",1,"407C","3.4","6.5","7.0","6.5","6.5","6.5","6.5","7.0","66.30","5","66.30","5","17.00"," men's 3m springboard","semifinal a"
"4","LIN Yue","CHN",2,"5337D","3.5","6.5","6.5","5.5","7.0","6.5","6.5","6.0","68.25","6","134.55","6","29.75"," men's 3m springboard","semifinal a"
"4","LIN Yue","CHN",3,"205B","3.0","7.0","7.5","6.0","7.0","7.0","7.0","7.5","63.00","3","197.55","5","41.10"," men's 3m springboard","semifinal a"
"4","LIN Yue","CHN",4,"307C","3.5","8.5","8.0","7.5","8.0","7.0","7.5","7.0","80.50","2","278.05","4","41.60"," men's 3m springboard","semifinal a"
"4","LIN Yue","CHN",5,"109C","3.8","5.0","5.5","5.0","6.0","6.5","6.0","5.0","62.70","6","340.75","4","68.15"," men's 3m springboard","semifinal a"
"4","LIN Yue","CHN",6,"5154B","3.4","7.5","8.5","8.0","8.0","8.0","7.5","8.0","81.60","=2","422.35","4","57.65"," men's 3m springboard","semifinal a"
"5","OCAMPO Jahir","MEX",1,"5154B","3.4","7.5","8.0","8.0","7.5","8.0","8.0","7.5","79.90","2","79.90","2","3.40"," men's 3m springboard","semifinal a"
"5","OCAMPO Jahir","MEX",2,"407C","3.4","7.5","7.0","7.5","7.0","7.5","7.5","7.5","76.50","4","156.40","=3","7.90"," men's 3m springboard","semifinal a"
"5","OCAMPO Jahir","MEX",3,"205B","3.0","6.0","6.5","6.0","6.0","6.0","6.0","6.0","54.00","4","210.40","3","28.25"," men's 3m springboard","semifinal a"
"5","OCAMPO Jahir","MEX",4,"307C","3.5","5.0","5.0","5.0","4.0","5.0","4.5","6.0","52.50","6","262.90","5","56.75"," men's 3m springboard","semifinal a"
"5","OCAMPO Jahir","MEX",5,"5353B","3.3","7.5","7.5","8.0","8.0","8.0","7.5","7.5","75.90","4","338.80","5","70.10"," men's 3m springboard","semifinal a"
"5","OCAMPO Jahir","MEX",6,"109C","3.8","5.5","6.5","4.5","5.5","5.0","5.0","5.5","60.80","6","399.60","5","80.40"," men's 3m springboard","semifinal a"
"6","FECK Stephan","GER",1,"205B","3.0","7.0","7.0","6.5","7.5","7.5","7.0","7.0","63.00","6","63.00","6","20.30"," men's 3m springboard","semifinal a"
"6","FECK Stephan","GER",2,"107B","3.1","8.5","8.5","8.5","8.0","8.0","8.0","8.0","75.95","5","138.95","5","25.35"," men's 3m springboard","semifinal a"
"6","FECK Stephan","GER",3,"5154B","3.4","3.0","2.5","2.5","3.0","3.0","2.5","3.0","28.90","6","167.85","6","70.80"," men's 3m springboard","semifinal a"
"6","FECK Stephan","GER",4,"407C","3.4","6.5","7.0","6.0","6.0","6.5","6.0","7.0","64.60","5","232.45","6","87.20"," men's 3m springboard","semifinal a"
"6","FECK Stephan","GER",5,"307C","3.5","7.0","7.0","7.0","7.5","7.5","7.5","7.5","77.00","3","309.45","6","99.45"," men's 3m springboard","semifinal a"
"6","FECK Stephan","GER",6,"5353B","3.3","8.0","7.5","7.5","7.0","8.0","7.5","7.5","74.25","4","383.70","6","96.30"," men's 3m springboard","semifinal a"
"1","WANG Han","CHN",1,"405B","3.0","8.0","8.0","8.0","8.0","8.0","8.0","8.5","72.00","1","72.00","1","","women's 3m springboard","semifinal a"
"1","WANG Han","CHN",2,"5152B","3.0","7.5","8.0","7.5","7.5","8.0","8.5","8.0","70.50","1","142.50","1","","women's 3m springboard","semifinal a"
"1","WANG Han","CHN",3,"305B","3.0","8.5","9.0","8.0","8.5","9.0","9.0","8.5","78.00","1","220.50","1","","women's 3m springboard","semifinal a"
"1","WANG Han","CHN",4,"107B","3.1","7.5","7.5","8.0","8.0","8.0","7.5","7.5","71.30","1","291.80","1","","women's 3m springboard","semifinal a"
"1","WANG Han","CHN",5,"205B","3.0","7.5","7.0","7.0","7.5","7.0","7.5","7.0","64.50","3","356.30","1","","women's 3m springboard","semifinal a"
"2","CHEONG Jun Hoong","MAS",1,"405B","3.0","7.5","7.5","7.5","7.5","7.5","7.5","8.0","67.50","=3","67.50","=3","4.50","women's 3m springboard","semifinal a"
"2","CHEONG Jun Hoong","MAS",2,"107C","2.8","6.5","8.0","7.5","8.0","8.0","8.5","8.0","67.20","2","134.70","2","7.80","women's 3m springboard","semifinal a"
"2","CHEONG Jun Hoong","MAS",3,"205B","3.0","7.5","7.5","7.5","8.0","7.5","8.5","8.0","69.00","2","203.70","2","16.80","women's 3m springboard","semifinal a"
"2","CHEONG Jun Hoong","MAS",4,"305B","3.0","6.5","6.5","6.5","7.0","6.5","7.0","6.5","58.50","4","262.20","2","29.60","women's 3m springboard","semifinal a"
"2","CHEONG Jun Hoong","MAS",5,"5335D","2.9","7.0","7.5","7.5","7.0","7.0","8.0","7.5","63.80","4","326.00","2","30.30","women's 3m springboard","semifinal a"
"3","ABEL Jennifer","CAN",1,"405B","3.0","7.5","7.0","7.5","7.0","7.5","8.0","7.5","67.50","=3","67.50","=3","4.50","women's 3m springboard","semifinal a"
"3","ABEL Jennifer","CAN",2,"107B","3.1","7.0","7.0","7.5","7.0","7.0","7.5","6.5","65.10","3","132.60","3","9.90","women's 3m springboard","semifinal a"
"3","ABEL Jennifer","CAN",3,"5154B","3.4","6.5","6.0","6.0","5.5","5.5","6.5","6.0","61.20","5","193.80","3","26.70","women's 3m springboard","semifinal a"
"3","ABEL Jennifer","CAN",4,"205B","3.0","6.5","7.5","7.0","7.0","7.5","7.0","6.5","63.00","3","256.80","3","35.00","women's 3m springboard","semifinal a"
"3","ABEL Jennifer","CAN",5,"305B","3.0","7.5","7.5","8.0","6.5","8.0","7.0","8.0","69.00","1","325.80","3","30.50","women's 3m springboard","semifinal a"
"4","WARE Pamela","CAN",1,"205B","3.0","6.5","5.5","6.0","6.5","6.0","7.0","6.5","57.00","5","57.00","5","15.00","women's 3m springboard","semifinal a"
"4","WARE Pamela","CAN",2,"107B","3.1","6.5","6.5","6.5","6.5","6.5","7.0","6.0","60.45","4","117.45","5","25.05","women's 3m springboard","semifinal a"
"4","WARE Pamela","CAN",3,"405B","3.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","63.00","4","180.45","5","40.05","women's 3m springboard","semifinal a"
"4","WARE Pamela","CAN",4,"305B","3.0","7.5","7.5","7.5","6.5","7.5","7.5","7.5","67.50","2","247.95","4","43.85","women's 3m springboard","semifinal a"
"4","WARE Pamela","CAN",5,"5152B","3.0","7.5","7.5","7.5","7.5","7.5","7.0","7.0","67.50","2","315.45","4","40.85","women's 3m springboard","semifinal a"
"5","BLAGG Alicia","GBR",1,"5152B","3.0","7.5","8.0","7.5","8.0","7.5","8.0","7.5","69.00","2","69.00","2","3.00","women's 3m springboard","semifinal a"
"5","BLAGG Alicia","GBR",2,"205B","3.0","5.5","6.0","5.5","6.0","5.5","6.5","6.0","52.50","5","121.50","4","21.00","women's 3m springboard","semifinal a"
"5","BLAGG Alicia","GBR",3,"107B","3.1","6.5","6.5","7.0","7.0","7.0","7.0","7.0","65.10","3","186.60","4","33.90","women's 3m springboard","semifinal a"
"5","BLAGG Alicia","GBR",4,"305B","3.0","4.0","4.5","4.0","3.5","4.0","4.0","4.0","36.00","6","222.60","5","69.20","women's 3m springboard","semifinal a"
"5","BLAGG Alicia","GBR",5,"405C","2.7","6.5","8.0","7.0","7.0","7.0","7.0","7.0","56.70","6","279.30","5","77.00","women's 3m springboard","semifinal a"
"6","POLYAKOVA Maria","RUS",1,"405B","3.0","6.5","6.5","5.5","6.5","5.5","6.0","6.0","55.50","6","55.50","6","16.50","women's 3m springboard","semifinal a"
"6","POLYAKOVA Maria","RUS",2,"107B","3.1","5.0","5.0","5.0","4.5","4.5","5.0","5.0","46.50","6","102.00","6","40.50","women's 3m springboard","semifinal a"
"6","POLYAKOVA Maria","RUS",3,"205B","3.0","6.5","5.5","5.5","5.5","5.5","6.0","6.0","51.00","6","153.00","6","67.50","women's 3m springboard","semifinal a"
"6","POLYAKOVA Maria","RUS",4,"305B","3.0","6.0","5.5","6.0","6.5","6.0","6.0","6.0","54.00","5","207.00","6","84.80","women's 3m springboard","semifinal a"
"6","POLYAKOVA Maria","RUS",5,"5152B","3.0","7.0","7.5","7.0","7.0","7.0","7.0","7.0","63.00","5","270.00","6","86.30","women's 3m springboard","semifinal a"
"1","DALEY Thomas","GBR",1,"626B","3.5","9.0","8.5","8.5","9.0","8.5","8.5","8.5","89.25","1","89.25","1",""," men's 10m platform","semifinal a"
"1","DALEY Thomas","GBR",2,"5172B","3.6","8.0","7.5","7.0","8.0","7.5","7.5","7.5","81.00","2","170.25","1",""," men's 10m platform","semifinal a"
"1","DALEY Thomas","GBR",3,"407C","3.2","8.0","8.0","8.0","8.0","8.0","8.0","8.0","76.80","=1","247.05","1",""," men's 10m platform","semifinal a"
"1","DALEY Thomas","GBR",4,"109C","3.7","7.0","7.5","7.0","8.0","7.0","7.0","7.0","77.70","2","324.75","1",""," men's 10m platform","semifinal a"
"1","DALEY Thomas","GBR",5,"207B","3.6","8.0","8.0","8.5","8.0","8.0","8.0","8.0","86.40","2","411.15","1",""," men's 10m platform","semifinal a"
"1","DALEY Thomas","GBR",6,"307C","3.4","7.5","7.5","7.5","7.5","7.0","7.0","7.0","74.80","5","485.95","1",""," men's 10m platform","semifinal a"
"2","SANCHEZ German","MEX",1,"207C","3.3","8.0","8.0","8.0","8.0","8.0","8.0","8.0","79.20","=2","79.20","=2","10.05"," men's 10m platform","semifinal a"
