"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round"
"1","PENG Jianfeng","CHN",1,"5154B","3.4","8.0","8.5","7.5","8.5","8.0","7.5","8.0","81.60","1","81.60","1",""," men's 3m springboard","semifinal a"
"1","PENG Jianfeng","CHN",2,"5156B","3.9","8.0","7.5","8.0","8.0","7.5","8.0","7.5","91.65","1","173.25","1",""," men's 3m springboard","semifinal a"
"1","PENG Jianfeng","CHN",3,"307C","3.5","8.0","9.0","9.0","9.0","8.0","8.5","8.5","91.00","1","264.25","1",""," men's 3m springboard","semifinal a"
"1","PENG Jianfeng","CHN",4,"407C","3.4","8.5","7.5","8.0","7.5","8.5","7.5","8.0","79.90","3","344.15","1",""," men's 3m springboard","semifinal a"
"1","PENG Jianfeng","CHN",5,"109C","3.8","8.0","8.0","8.0","8.5","8.0","8.5","8.0","91.20","=1","435.35","1",""," men's 3m springboard","semifinal a"
"1","PENG Jianfeng","CHN",6,"207C","3.6","8.0","8.0","7.5","7.0","7.0","6.5","7.0","77.40","1","512.75","1",""," men's 3m springboard","semifinal a"
"2","GOODFELLOW Daniel","GBR",1,"5154B","3.4","7.0","7.5","7.5","7.5","7.5","7.0","7.0","74.80","3","74.80","3","6.80"," men's 3m springboard","semifinal a"
"2","GOODFELLOW Daniel","GBR",2,"407C","3.4","7.0","7.5","8.0","8.5","7.5","8.0","8.0","79.90","2","154.70","2","18.55"," men's 3m springboard","semifinal a"
"2","GOODFELLOW Daniel","GBR",3,"307C","3.5","7.0","6.5","7.0","6.5","7.0","7.0","7.0","73.50","4","228.20","2","36.05"," men's 3m springboard","semifinal a"
"2","GOODFELLOW Daniel","GBR",4,"5156B","3.9","7.0","7.5","7.5","7.5","7.0","7.0","7.0","83.85","2","312.05","2","32.10"," men's 3m springboard","semifinal a"
"2","GOODFELLOW Daniel","GBR",5,"109C","3.8","8.0","8.5","8.0","8.0","8.0","8.0","8.0","91.20","=1","403.25","2","32.10"," men's 3m springboard","semifinal a"
"2","GOODFELLOW Daniel","GBR",6,"207C","3.6","6.5","5.5","7.0","7.0","7.0","6.5","6.5","72.00","4","475.25","2","37.50"," men's 3m springboard","semifinal a"
"3","IMBEAU-DULAC Francois","CAN",1,"205B","3.0","8.0","8.0","8.0","8.0","7.5","7.5","7.5","70.50","5","70.50","5","11.10"," men's 3m springboard","semifinal a"
"3","IMBEAU-DULAC Francois","CAN",2,"107B","3.1","7.0","6.0","7.0","6.5","7.0","6.5","6.0","62.00","5","132.50","5","40.75"," men's 3m springboard","semifinal a"
"3","IMBEAU-DULAC Francois","CAN",3,"307C","3.5","6.5","7.0","7.5","7.5","7.0","7.5","6.5","75.25","2","207.75","5","56.50"," men's 3m springboard","semifinal a"
"3","IMBEAU-DULAC Francois","CAN",4,"5156B","3.9","7.5","7.5","7.5","7.0","7.0","7.0","7.5","85.80","1","293.55","3","50.60"," men's 3m springboard","semifinal a"
"3","IMBEAU-DULAC Francois","CAN",5,"405B","3.0","8.0","7.5","8.0","7.5","7.5","8.0","7.5","69.00","4","362.55","3","72.80"," men's 3m springboard","semifinal a"
"3","IMBEAU-DULAC Francois","CAN",6,"5337D","3.5","7.0","6.5","7.0","7.0","7.0","7.0","7.5","73.50","3","436.05","3","76.70"," men's 3m springboard","semifinal a"
"4","KOLODIY Oleg","UKR",1,"407C","3.4","7.5","7.0","8.0","7.0","7.5","7.5","7.5","76.50","2","76.50","2","5.10"," men's 3m springboard","semifinal a"
