"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round"
"1","HE Chong","CHN",1,"5154B","3.4","8.5","8.0","8.5","8.0","7.5","8.5","8.0","83.30","1","83.30","1",""," men's 3m springboard","semifinal a"
"1","HE Chong","CHN",2,"407C","3.4","8.0","8.5","8.0","8.5","8.5","8.5","8.0","85.00","1","168.30","1",""," men's 3m springboard","semifinal a"
"1","HE Chong","CHN",3,"307C","3.5","8.0","8.5","8.5","8.0","8.0","8.0","8.0","84.00","=1","252.30","1",""," men's 3m springboard","semifinal a"
"1","HE Chong","CHN",4,"207C","3.6","6.5","7.0","7.0","7.0","7.0","7.5","7.5","75.60","4","327.90","1",""," men's 3m springboard","semifinal a"
"1","HE Chong","CHN",5,"109C","3.8","6.0","6.5","6.0","5.5","6.5","7.0","6.0","70.30","3","398.20","2","0.35"," men's 3m springboard","semifinal a"
"1","HE Chong","CHN",6,"5156B","3.9","6.5","7.0","7.0","7.0","6.5","7.0","6.5","79.95","3","478.15","1",""," men's 3m springboard","semifinal a"
"2","PACHECO Rommel","MEX",1,"407C","3.4","8.0","8.0","8.0","8.0","8.5","8.0","8.0","81.60","2","81.60","2","1.70"," men's 3m springboard","semifinal a"
"2","PACHECO Rommel","MEX",2,"205B","3.0","8.5","8.0","8.0","8.0","8.0","8.5","8.0","72.00","3","153.60","2","14.70"," men's 3m springboard","semifinal a"
"2","PACHECO Rommel","MEX",3,"5154B","3.4","7.0","7.5","7.5","8.0","7.5","7.5","7.5","76.50","3","230.10","2","22.20"," men's 3m springboard","semifinal a"
"2","PACHECO Rommel","MEX",4,"5353B","3.3","7.0","8.0","7.5","8.0","8.5","8.0","8.0","79.20","2","309.30","2","18.60"," men's 3m springboard","semifinal a"
"2","PACHECO Rommel","MEX",5,"307C","3.5","8.0","8.5","8.5","8.5","8.0","8.5","8.5","89.25","1","398.55","1",""," men's 3m springboard","semifinal a"
"2","PACHECO Rommel","MEX",6,"109C","3.8","6.5","7.0","6.5","7.0","6.5","6.0","6.5","74.10","5","472.65","2","5.50"," men's 3m springboard","semifinal a"
"3","DUMAIS Troy","USA",1,"205B","3.0","8.0","8.0","8.0","8.0","7.5","8.0","7.5","72.00","5","72.00","5","11.30"," men's 3m springboard","semifinal a"
"3","DUMAIS Troy","USA",2,"5337D","3.5","7.5","7.0","7.5","7.5","7.0","8.0","8.0","78.75","2","150.75","3","17.55"," men's 3m springboard","semifinal a"
"3","DUMAIS Troy","USA",3,"407C","3.4","6.5","7.0","7.0","7.0","7.0","7.0","6.5","71.40","5","222.15","4","30.15"," men's 3m springboard","semifinal a"
"3","DUMAIS Troy","USA",4,"307C","3.5","7.0","7.5","7.0","7.0","7.5","7.5","7.5","77.00","3","299.15","4","28.75"," men's 3m springboard","semifinal a"
"3","DUMAIS Troy","USA",5,"109C","3.8","4.5","4.5","5.0","4.5","4.0","5.0","4.5","51.30","4","350.45","3","48.10"," men's 3m springboard","semifinal a"
"3","DUMAIS Troy","USA",6,"5154B","3.4","8.0","8.0","8.0","8.0","8.0","8.0","8.0","81.60","=1","432.05","3","46.10"," men's 3m springboard","semifinal a"
"4","KVASHA Illya","UKR",1,"407C","3.4","7.5","7.0","7.0","7.0","7.0","8.0","7.5","73.10","4","73.10","4","10.20"," men's 3m springboard","semifinal a"
"4","KVASHA Illya","UKR",2,"5353B","3.3","7.0","7.0","7.0","6.5","7.0","7.0","7.0","69.30","4","142.40","4","25.90"," men's 3m springboard","semifinal a"
"4","KVASHA Illya","UKR",3,"307C","3.5","8.0","8.0","8.0","7.5","7.5","8.0","8.0","84.00","=1","226.40","3","25.90"," men's 3m springboard","semifinal a"
"4","KVASHA Illya","UKR",4,"109C","3.8","6.5","7.0","7.0","7.0","6.5","7.0","7.5","79.80","1","306.20","3","21.70"," men's 3m springboard","semifinal a"
"4","KVASHA Illya","UKR",5,"205B","3.0","4.5","4.5","4.0","4.0","4.0","3.5","4.0","36.00","6","342.20","4","56.35"," men's 3m springboard","semifinal a"
"4","KVASHA Illya","UKR",6,"5154B","3.4","7.5","8.5","8.0","8.0","8.0","8.0","8.5","81.60","=1","423.80","4","54.35"," men's 3m springboard","semifinal a"
"5","MEARS Christopher","GBR",1,"407C","3.4","7.5","7.5","7.5","7.5","7.5","7.5","7.5","76.50","3","76.50","3","6.80"," men's 3m springboard","semifinal a"
"5","MEARS Christopher","GBR",2,"307C","3.5","5.0","4.5","4.5","5.0","5.0","5.5","5.0","52.50","6","129.00","6","39.30"," men's 3m springboard","semifinal a"
"5","MEARS Christopher","GBR",3,"5353B","3.3","7.5","7.5","8.0","8.0","8.0","7.5","7.5","75.90","4","204.90","5","47.40"," men's 3m springboard","semifinal a"
"5","MEARS Christopher","GBR",4,"205B","3.0","5.5","6.0","5.5","4.5","5.5","6.0","6.0","51.00","6","255.90","6","72.00"," men's 3m springboard","semifinal a"
"5","MEARS Christopher","GBR",5,"5154B","3.4","6.5","7.0","7.0","6.5","7.0","7.0","7.0","71.40","2","327.30","5","71.25"," men's 3m springboard","semifinal a"
"5","MEARS Christopher","GBR",6,"109C","3.8","5.0","6.5","6.0","5.5","5.0","6.0","5.0","62.70","6","390.00","5","88.15"," men's 3m springboard","semifinal a"
"6","GAGNE Philippe","CAN",1,"405B","3.0","7.5","8.0","8.0","8.0","7.5","7.5","6.5","69.00","6","69.00","6","14.30"," men's 3m springboard","semifinal a"
"6","GAGNE Philippe","CAN",2,"107B","3.1","7.0","7.5","7.0","7.5","7.5","7.0","7.5","68.20","5","137.20","5","31.10"," men's 3m springboard","semifinal a"
"6","GAGNE Philippe","CAN",3,"5154B","3.4","5.5","6.5","6.0","7.0","6.5","5.0","5.5","61.20","6","198.40","6","53.90"," men's 3m springboard","semifinal a"
"6","GAGNE Philippe","CAN",4,"205B","3.0","7.0","7.5","7.5","7.5","7.5","7.0","7.5","67.50","5","265.90","5","62.00"," men's 3m springboard","semifinal a"
"6","GAGNE Philippe","CAN",5,"307C","3.5","4.0","4.0","3.0","3.0","4.0","3.5","4.0","40.25","5","306.15","6","92.40"," men's 3m springboard","semifinal a"
"6","GAGNE Philippe","CAN",6,"5337D","3.5","7.0","7.0","7.5","7.5","6.5","7.0","7.5","75.25","4","381.40","6","96.75"," men's 3m springboard","semifinal a"
"1","ABEL Jennifer","CAN",1,"405B","3.0","7.0","7.0","7.5","7.0","7.0","7.0","7.0","63.00","=2","63.00","=2","4.50","women's 3m springboard","semifinal a"
"1","ABEL Jennifer","CAN",2,"107B","3.1","5.0","5.0","6.0","6.5","5.5","6.0","6.0","54.25","4","117.25","4","13.25","women's 3m springboard","semifinal a"
"1","ABEL Jennifer","CAN",3,"5154B","3.4","7.0","7.0","7.0","7.0","6.5","6.5","6.5","69.70","1","186.95","2","7.10","women's 3m springboard","semifinal a"
"1","ABEL Jennifer","CAN",4,"205B","3.0","8.0","8.5","8.0","8.0","8.0","8.0","7.5","72.00","1","258.95","1","","women's 3m springboard","semifinal a"
"1","ABEL Jennifer","CAN",5,"305B","3.0","8.5","9.0","8.0","8.5","8.0","8.0","8.5","75.00","1","333.95","1","","women's 3m springboard","semifinal a"
