"event","round","divenum","J1","J2","J3","J4","J5","J6","J7"
" men's 3m springboard","semifinal b",4,"KOLIC Natasa","SUCKHONG Min","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","ROCHA CHAVEZ Sergio","GOLOVAN Anatoliy"
" men's 3m springboard","semifinal b",5,"KOLIC Natasa","SUCKHONG Min","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","ROCHA CHAVEZ Sergio","GOLOVAN Anatoliy"
" men's 3m springboard","semifinal b",6,"KOLIC Natasa","SUCKHONG Min","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","ROCHA CHAVEZ Sergio","GOLOVAN Anatoliy"
"women's 3m springboard","semifinal b",1,"ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa","GOLOVAN Anatoliy","FEOKTISTOV Eduard"
"women's 3m springboard","semifinal b",2,"ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa","GOLOVAN Anatoliy","FEOKTISTOV Eduard"
"women's 3m springboard","semifinal b",3,"ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa","GOLOVAN Anatoliy","FEOKTISTOV Eduard"
"women's 3m springboard","semifinal b",4,"ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa","GOLOVAN Anatoliy","FEOKTISTOV Eduard"
"women's 3m springboard","semifinal b",5,"ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa","GOLOVAN Anatoliy","FEOKTISTOV Eduard"
" men's 10m platform","semifinal b",1,"GOLOVAN Anatoliy","FEOKTISTOV Eduard","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","KOLIC Natasa","SUCKHONG Min","HASSAN Mohamed"
" men's 10m platform","semifinal b",2,"GOLOVAN Anatoliy","FEOKTISTOV Eduard","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","KOLIC Natasa","SUCKHONG Min","HASSAN Mohamed"
" men's 10m platform","semifinal b",3,"GOLOVAN Anatoliy","FEOKTISTOV Eduard","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","KOLIC Natasa","SUCKHONG Min","HASSAN Mohamed"
" men's 10m platform","semifinal b",4,"GOLOVAN Anatoliy","FEOKTISTOV Eduard","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","KOLIC Natasa","SUCKHONG Min","HASSAN Mohamed"
" men's 10m platform","semifinal b",5,"GOLOVAN Anatoliy","FEOKTISTOV Eduard","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","KOLIC Natasa","SUCKHONG Min","HASSAN Mohamed"
" men's 10m platform","semifinal b",6,"GOLOVAN Anatoliy","FEOKTISTOV Eduard","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","KOLIC Natasa","SUCKHONG Min","HASSAN Mohamed"
"women's 10m platform","semifinal b",1,"GOLOVAN Anatoliy","HASSAN Mohamed","SUCKHONG Min","ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","KOLIC Natasa","FEOKTISTOV Eduard"
"women's 10m platform","semifinal b",2,"GOLOVAN Anatoliy","HASSAN Mohamed","SUCKHONG Min","ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","KOLIC Natasa","FEOKTISTOV Eduard"
"women's 10m platform","semifinal b",3,"GOLOVAN Anatoliy","HASSAN Mohamed","SUCKHONG Min","ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","KOLIC Natasa","FEOKTISTOV Eduard"
"women's 10m platform","semifinal b",4,"GOLOVAN Anatoliy","HASSAN Mohamed","SUCKHONG Min","ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","KOLIC Natasa","FEOKTISTOV Eduard"
"women's 10m platform","semifinal b",5,"GOLOVAN Anatoliy","HASSAN Mohamed","SUCKHONG Min","ROCHA CHAVEZ Sergio","RUIZ PEDREGUERA Rolando","KOLIC Natasa","FEOKTISTOV Eduard"
" men's 3m springboard","final",1,"GOLOVAN Anatoliy","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa"
" men's 3m springboard","final",2,"GOLOVAN Anatoliy","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa"
" men's 3m springboard","final",3,"GOLOVAN Anatoliy","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa"
" men's 3m springboard","final",4,"GOLOVAN Anatoliy","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa"
" men's 3m springboard","final",5,"GOLOVAN Anatoliy","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa"
" men's 3m springboard","final",6,"GOLOVAN Anatoliy","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","ALVARADO Ulises","HASSAN Mohamed","KOLIC Natasa"
"women's 3m springboard","final",1,"HASSAN Mohamed","KOLIC Natasa","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","FEOKTISTOV Eduard","GOLOVAN Anatoliy"
"women's 3m springboard","final",2,"HASSAN Mohamed","KOLIC Natasa","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","FEOKTISTOV Eduard","GOLOVAN Anatoliy"
"women's 3m springboard","final",3,"HASSAN Mohamed","KOLIC Natasa","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","FEOKTISTOV Eduard","GOLOVAN Anatoliy"
"women's 3m springboard","final",4,"HASSAN Mohamed","KOLIC Natasa","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","FEOKTISTOV Eduard","GOLOVAN Anatoliy"
"women's 3m springboard","final",5,"HASSAN Mohamed","KOLIC Natasa","RUIZ PEDREGUERA Rolando","ROCHA CHAVEZ Sergio","SUCKHONG Min","FEOKTISTOV Eduard","GOLOVAN Anatoliy"
" men's 10m platform","final",1,"SUCKHONG Min","ROCHA CHAVEZ Sergio","KOLIC Natasa","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","GOLOVAN Anatoliy"
" men's 10m platform","final",2,"SUCKHONG Min","ROCHA CHAVEZ Sergio","KOLIC Natasa","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","GOLOVAN Anatoliy"
" men's 10m platform","final",3,"SUCKHONG Min","ROCHA CHAVEZ Sergio","KOLIC Natasa","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","GOLOVAN Anatoliy"
" men's 10m platform","final",4,"SUCKHONG Min","ROCHA CHAVEZ Sergio","KOLIC Natasa","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","GOLOVAN Anatoliy"
" men's 10m platform","final",5,"SUCKHONG Min","ROCHA CHAVEZ Sergio","KOLIC Natasa","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","GOLOVAN Anatoliy"
" men's 10m platform","final",6,"SUCKHONG Min","ROCHA CHAVEZ Sergio","KOLIC Natasa","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","HASSAN Mohamed","GOLOVAN Anatoliy"
"women's 10m platform","final",1,"FEOKTISTOV Eduard","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","SUCKHONG Min","HASSAN Mohamed","KOLIC Natasa","ROCHA CHAVEZ Sergio"
"women's 10m platform","final",2,"FEOKTISTOV Eduard","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","SUCKHONG Min","HASSAN Mohamed","KOLIC Natasa","ROCHA CHAVEZ Sergio"
"women's 10m platform","final",3,"FEOKTISTOV Eduard","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","SUCKHONG Min","HASSAN Mohamed","KOLIC Natasa","ROCHA CHAVEZ Sergio"
"women's 10m platform","final",4,"FEOKTISTOV Eduard","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","SUCKHONG Min","HASSAN Mohamed","KOLIC Natasa","ROCHA CHAVEZ Sergio"
"women's 10m platform","final",5,"FEOKTISTOV Eduard","RUIZ PEDREGUERA Rolando","ALVARADO Ulises","SUCKHONG Min","HASSAN Mohamed","KOLIC Natasa","ROCHA CHAVEZ Sergio"
