"event","round","divenum","J1","J2","J3","J4","J5","J6","J7"
"women's 3m springboard","final",5,"AHLERING Julie","BAMBER Susan","LEE William","RIOS HENAO Maria Cristina","ROCHA Sergio","ZAMPIERI Marco","AZORIN Daniel"
" men's 10m platform","final",1,"ROCHA Sergio","FRASER Lindsey","AZORIN Daniel","ZAMPIERI Marco","RIOS HENAO Maria Cristina","TELLEFSEN Arne","AHLERING Julie"
" men's 10m platform","final",2,"ROCHA Sergio","FRASER Lindsey","AZORIN Daniel","ZAMPIERI Marco","RIOS HENAO Maria Cristina","TELLEFSEN Arne","AHLERING Julie"
" men's 10m platform","final",3,"ROCHA Sergio","FRASER Lindsey","AZORIN Daniel","ZAMPIERI Marco","RIOS HENAO Maria Cristina","TELLEFSEN Arne","AHLERING Julie"
" men's 10m platform","final",4,"ROCHA Sergio","FRASER Lindsey","AZORIN Daniel","ZAMPIERI Marco","RIOS HENAO Maria Cristina","TELLEFSEN Arne","AHLERING Julie"
" men's 10m platform","final",5,"ROCHA Sergio","FRASER Lindsey","AZORIN Daniel","ZAMPIERI Marco","RIOS HENAO Maria Cristina","TELLEFSEN Arne","AHLERING Julie"
" men's 10m platform","final",6,"ROCHA Sergio","FRASER Lindsey","AZORIN Daniel","ZAMPIERI Marco","RIOS HENAO Maria Cristina","TELLEFSEN Arne","AHLERING Julie"
"women's 10m platform","final",1,"TELLEFSEN Arne","AZORIN Daniel","TOMLINSON Vicki","ZAMPIERI Marco","ROCHA Sergio","AHLERING Julie","RIOS HENAO Maria Cristina"
"women's 10m platform","final",2,"TELLEFSEN Arne","AZORIN Daniel","TOMLINSON Vicki","ZAMPIERI Marco","ROCHA Sergio","AHLERING Julie","RIOS HENAO Maria Cristina"
"women's 10m platform","final",3,"TELLEFSEN Arne","AZORIN Daniel","TOMLINSON Vicki","ZAMPIERI Marco","ROCHA Sergio","AHLERING Julie","RIOS HENAO Maria Cristina"
"women's 10m platform","final",4,"TELLEFSEN Arne","AZORIN Daniel","TOMLINSON Vicki","ZAMPIERI Marco","ROCHA Sergio","AHLERING Julie","RIOS HENAO Maria Cristina"
"women's 10m platform","final",5,"TELLEFSEN Arne","AZORIN Daniel","TOMLINSON Vicki","ZAMPIERI Marco","ROCHA Sergio","AHLERING Julie","RIOS HENAO Maria Cristina"
