"event","round","divenum","J1","J2","J3","J4","J5","J6","J7"
" men's 3m springboard","final",2,"BARBOSA Ana Virgina","RUIZ PEDREGUERA Rolando","KOLIC Natasa","RAO Lang","KELEMEN VAN DE KONIJNENBURG Ildiko","HASSAN Mohamed","MORNEAU Helene"
" men's 3m springboard","final",3,"BARBOSA Ana Virgina","RUIZ PEDREGUERA Rolando","KOLIC Natasa","RAO Lang","KELEMEN VAN DE KONIJNENBURG Ildiko","HASSAN Mohamed","MORNEAU Helene"
" men's 3m springboard","final",4,"BARBOSA Ana Virgina","RUIZ PEDREGUERA Rolando","KOLIC Natasa","RAO Lang","KELEMEN VAN DE KONIJNENBURG Ildiko","HASSAN Mohamed","MORNEAU Helene"
" men's 3m springboard","final",5,"BARBOSA Ana Virgina","RUIZ PEDREGUERA Rolando","KOLIC Natasa","RAO Lang","KELEMEN VAN DE KONIJNENBURG Ildiko","HASSAN Mohamed","MORNEAU Helene"
" men's 3m springboard","final",6,"BARBOSA Ana Virgina","RUIZ PEDREGUERA Rolando","KOLIC Natasa","RAO Lang","KELEMEN VAN DE KONIJNENBURG Ildiko","HASSAN Mohamed","MORNEAU Helene"
"women's 3m springboard","final",1,"RUIZ PEDREGUERA Rolando","HASSAN Mohamed","AVASILOAE Florin","POLAZZO Valerio","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","KOLIC Natasa"
"women's 3m springboard","final",2,"RUIZ PEDREGUERA Rolando","HASSAN Mohamed","AVASILOAE Florin","POLAZZO Valerio","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","KOLIC Natasa"
"women's 3m springboard","final",3,"RUIZ PEDREGUERA Rolando","HASSAN Mohamed","AVASILOAE Florin","POLAZZO Valerio","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","KOLIC Natasa"
"women's 3m springboard","final",4,"RUIZ PEDREGUERA Rolando","HASSAN Mohamed","AVASILOAE Florin","POLAZZO Valerio","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","KOLIC Natasa"
"women's 3m springboard","final",5,"RUIZ PEDREGUERA Rolando","HASSAN Mohamed","AVASILOAE Florin","POLAZZO Valerio","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","KOLIC Natasa"
" men's 10m platform","final",1,"HASSAN Mohamed","BARBOSA Ana Virgina","AVASILOAE Florin","POLAZZO Valerio","MORNEAU Helene","KOLIC Natasa","RAO Lang"
" men's 10m platform","final",2,"HASSAN Mohamed","BARBOSA Ana Virgina","AVASILOAE Florin","POLAZZO Valerio","MORNEAU Helene","KOLIC Natasa","RAO Lang"
" men's 10m platform","final",3,"HASSAN Mohamed","BARBOSA Ana Virgina","AVASILOAE Florin","POLAZZO Valerio","MORNEAU Helene","KOLIC Natasa","RAO Lang"
" men's 10m platform","final",4,"HASSAN Mohamed","BARBOSA Ana Virgina","AVASILOAE Florin","POLAZZO Valerio","MORNEAU Helene","KOLIC Natasa","RAO Lang"
" men's 10m platform","final",5,"HASSAN Mohamed","BARBOSA Ana Virgina","AVASILOAE Florin","POLAZZO Valerio","MORNEAU Helene","KOLIC Natasa","RAO Lang"
" men's 10m platform","final",6,"HASSAN Mohamed","BARBOSA Ana Virgina","AVASILOAE Florin","POLAZZO Valerio","MORNEAU Helene","KOLIC Natasa","RAO Lang"
"women's 10m platform","final",1,"AVASILOAE Florin","POLAZZO Valerio","KELEMEN VAN DE KONIJNENBURG Ildiko","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","BARBOSA Ana Virginia"
"women's 10m platform","final",2,"AVASILOAE Florin","POLAZZO Valerio","KELEMEN VAN DE KONIJNENBURG Ildiko","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","BARBOSA Ana Virginia"
"women's 10m platform","final",3,"AVASILOAE Florin","POLAZZO Valerio","KELEMEN VAN DE KONIJNENBURG Ildiko","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","BARBOSA Ana Virginia"
"women's 10m platform","final",4,"AVASILOAE Florin","POLAZZO Valerio","KELEMEN VAN DE KONIJNENBURG Ildiko","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","BARBOSA Ana Virginia"
"women's 10m platform","final",5,"AVASILOAE Florin","POLAZZO Valerio","KELEMEN VAN DE KONIJNENBURG Ildiko","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","BARBOSA Ana Virginia"
