"event","round","divenum","J1","J2","J3","J4","J5","J6","J7"
" men's 3m springboard","semifinal b",6,"AXTELIUS Peter","KRYNICKI Bartlomiej","AVASILOAE Florin","VINOGRADOV Alexander","HASSAN Mohammed","TOULOUDIS Nikolaos","BANUELOS Ricardo"
"women's 3m springboard","semifinal b",1,"AXTELIUS Peter","REDHAEI Ali","VINOGRADOV Alexander","ZAMPIERI Marco","BANUELOS Ricardo","HASSAN Mohammed","TOULOUDIS Nikolaos"
"women's 3m springboard","semifinal b",2,"AXTELIUS Peter","REDHAEI Ali","VINOGRADOV Alexander","ZAMPIERI Marco","BANUELOS Ricardo","HASSAN Mohammed","TOULOUDIS Nikolaos"
"women's 3m springboard","semifinal b",3,"AXTELIUS Peter","REDHAEI Ali","VINOGRADOV Alexander","ZAMPIERI Marco","BANUELOS Ricardo","HASSAN Mohammed","TOULOUDIS Nikolaos"
"women's 3m springboard","semifinal b",4,"AXTELIUS Peter","REDHAEI Ali","VINOGRADOV Alexander","ZAMPIERI Marco","BANUELOS Ricardo","HASSAN Mohammed","TOULOUDIS Nikolaos"
"women's 3m springboard","semifinal b",5,"AXTELIUS Peter","REDHAEI Ali","VINOGRADOV Alexander","ZAMPIERI Marco","BANUELOS Ricardo","HASSAN Mohammed","TOULOUDIS Nikolaos"
" men's 10m platform","semifinal b",1,"BANUELOS Ricardo","REDHAEI Ali","AVASILOAE Florin","AXTELIUS Peter","ZAMPIERI Marco","KRYNICKI Bartlomiej","TOULOUDIS Nikolaos"
" men's 10m platform","semifinal b",2,"BANUELOS Ricardo","REDHAEI Ali","AVASILOAE Florin","AXTELIUS Peter","ZAMPIERI Marco","KRYNICKI Bartlomiej","TOULOUDIS Nikolaos"
" men's 10m platform","semifinal b",3,"BANUELOS Ricardo","REDHAEI Ali","AVASILOAE Florin","AXTELIUS Peter","ZAMPIERI Marco","KRYNICKI Bartlomiej","TOULOUDIS Nikolaos"
" men's 10m platform","semifinal b",4,"BANUELOS Ricardo","REDHAEI Ali","AVASILOAE Florin","AXTELIUS Peter","ZAMPIERI Marco","KRYNICKI Bartlomiej","TOULOUDIS Nikolaos"
" men's 10m platform","semifinal b",5,"BANUELOS Ricardo","REDHAEI Ali","AVASILOAE Florin","AXTELIUS Peter","ZAMPIERI Marco","KRYNICKI Bartlomiej","TOULOUDIS Nikolaos"
" men's 10m platform","semifinal b",6,"BANUELOS Ricardo","REDHAEI Ali","AVASILOAE Florin","AXTELIUS Peter","ZAMPIERI Marco","KRYNICKI Bartlomiej","TOULOUDIS Nikolaos"
"women's 10m platform","semifinal b",1,"AVASILOAE Florin","HASSAN Mohammed","REDHAEI Ali","VINOGRADOV Alexander","KRYNICKI Bartlomiej","BANUELOS Ricardo","ZAMPIERI Marco"
"women's 10m platform","semifinal b",2,"AVASILOAE Florin","HASSAN Mohammed","REDHAEI Ali","VINOGRADOV Alexander","KRYNICKI Bartlomiej","BANUELOS Ricardo","ZAMPIERI Marco"
"women's 10m platform","semifinal b",3,"AVASILOAE Florin","HASSAN Mohammed","REDHAEI Ali","VINOGRADOV Alexander","KRYNICKI Bartlomiej","BANUELOS Ricardo","ZAMPIERI Marco"
"women's 10m platform","semifinal b",4,"AVASILOAE Florin","HASSAN Mohammed","REDHAEI Ali","VINOGRADOV Alexander","KRYNICKI Bartlomiej","BANUELOS Ricardo","ZAMPIERI Marco"
"women's 10m platform","semifinal b",5,"AVASILOAE Florin","HASSAN Mohammed","REDHAEI Ali","VINOGRADOV Alexander","KRYNICKI Bartlomiej","BANUELOS Ricardo","ZAMPIERI Marco"
" men's 3m springboard","final",1,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","HASSAN Mohammed","AXTELIUS Peter","BANUELOS Ricardo","KRYNICKI Bartlomiej","AVASILOAE Florin"
" men's 3m springboard","final",2,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","HASSAN Mohammed","AXTELIUS Peter","BANUELOS Ricardo","KRYNICKI Bartlomiej","AVASILOAE Florin"
" men's 3m springboard","final",3,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","HASSAN Mohammed","AXTELIUS Peter","BANUELOS Ricardo","KRYNICKI Bartlomiej","AVASILOAE Florin"
" men's 3m springboard","final",4,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","HASSAN Mohammed","AXTELIUS Peter","BANUELOS Ricardo","KRYNICKI Bartlomiej","AVASILOAE Florin"
" men's 3m springboard","final",5,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","HASSAN Mohammed","AXTELIUS Peter","BANUELOS Ricardo","KRYNICKI Bartlomiej","AVASILOAE Florin"
" men's 3m springboard","final",6,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","HASSAN Mohammed","AXTELIUS Peter","BANUELOS Ricardo","KRYNICKI Bartlomiej","AVASILOAE Florin"
"women's 3m springboard","final",1,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","BANUELOS Ricardo","HASSAN Mohammed","AXTELIUS Peter","REDHAEI Ali","ZAMPIERI Marco"
"women's 3m springboard","final",2,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","BANUELOS Ricardo","HASSAN Mohammed","AXTELIUS Peter","REDHAEI Ali","ZAMPIERI Marco"
"women's 3m springboard","final",3,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","BANUELOS Ricardo","HASSAN Mohammed","AXTELIUS Peter","REDHAEI Ali","ZAMPIERI Marco"
"women's 3m springboard","final",4,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","BANUELOS Ricardo","HASSAN Mohammed","AXTELIUS Peter","REDHAEI Ali","ZAMPIERI Marco"
"women's 3m springboard","final",5,"TOULOUDIS Nikolaos","VINOGRADOV Alexander","BANUELOS Ricardo","HASSAN Mohammed","AXTELIUS Peter","REDHAEI Ali","ZAMPIERI Marco"
" men's 10m platform","final",1,"REDHAEI Ali","AVASILOAE Florin","ZAMPIERI Marco","TOULOUDIS Nikolaos","KRYNICKI Bartlomiej","AXTELIUS Peter","BANUELOS Ricardo"
" men's 10m platform","final",2,"REDHAEI Ali","AVASILOAE Florin","ZAMPIERI Marco","TOULOUDIS Nikolaos","KRYNICKI Bartlomiej","AXTELIUS Peter","BANUELOS Ricardo"
" men's 10m platform","final",3,"REDHAEI Ali","AVASILOAE Florin","ZAMPIERI Marco","TOULOUDIS Nikolaos","KRYNICKI Bartlomiej","AXTELIUS Peter","BANUELOS Ricardo"
" men's 10m platform","final",4,"REDHAEI Ali","AVASILOAE Florin","ZAMPIERI Marco","TOULOUDIS Nikolaos","KRYNICKI Bartlomiej","AXTELIUS Peter","BANUELOS Ricardo"
" men's 10m platform","final",5,"REDHAEI Ali","AVASILOAE Florin","ZAMPIERI Marco","TOULOUDIS Nikolaos","KRYNICKI Bartlomiej","AXTELIUS Peter","BANUELOS Ricardo"
" men's 10m platform","final",6,"REDHAEI Ali","AVASILOAE Florin","ZAMPIERI Marco","TOULOUDIS Nikolaos","KRYNICKI Bartlomiej","AXTELIUS Peter","BANUELOS Ricardo"
"women's 10m platform","final",1,"KRYNICKI Bartlomiej","ZAMPIERI Marco","HASSAN Mohammed","BANUELOS Ricardo","AVASILOAE Florin","REDHAEI Ali","VINOGRADOV Alexander"
"women's 10m platform","final",2,"KRYNICKI Bartlomiej","ZAMPIERI Marco","HASSAN Mohammed","BANUELOS Ricardo","AVASILOAE Florin","REDHAEI Ali","VINOGRADOV Alexander"
"women's 10m platform","final",3,"KRYNICKI Bartlomiej","ZAMPIERI Marco","HASSAN Mohammed","BANUELOS Ricardo","AVASILOAE Florin","REDHAEI Ali","VINOGRADOV Alexander"
"women's 10m platform","final",4,"KRYNICKI Bartlomiej","ZAMPIERI Marco","HASSAN Mohammed","BANUELOS Ricardo","AVASILOAE Florin","REDHAEI Ali","VINOGRADOV Alexander"
"women's 10m platform","final",5,"KRYNICKI Bartlomiej","ZAMPIERI Marco","HASSAN Mohammed","BANUELOS Ricardo","AVASILOAE Florin","REDHAEI Ali","VINOGRADOV Alexander"
