"event","round","divenum","J1","J2","J3","J4","J5","J6","J7"
" men's 10m platform","semifinal a",5,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
" men's 10m platform","semifinal a",6,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
"women's 10m platform","semifinal a",1,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal a",2,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal a",3,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal a",4,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal a",5,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
" men's 3m springboard","semifinal b",1,"REIS Violeta","LATIMER Simon","BUSH Barb","HUFFMAN Coleen","BEDDOE Valerie","POLAZZO Valerio","GOLOVAN Anatoliy"
" men's 3m springboard","semifinal b",2,"REIS Violeta","LATIMER Simon","BUSH Barb","HUFFMAN Coleen","BEDDOE Valerie","POLAZZO Valerio","GOLOVAN Anatoliy"
" men's 3m springboard","semifinal b",3,"REIS Violeta","LATIMER Simon","BUSH Barb","HUFFMAN Coleen","BEDDOE Valerie","POLAZZO Valerio","GOLOVAN Anatoliy"
" men's 3m springboard","semifinal b",4,"REIS Violeta","LATIMER Simon","BUSH Barb","HUFFMAN Coleen","BEDDOE Valerie","POLAZZO Valerio","GOLOVAN Anatoliy"
" men's 3m springboard","semifinal b",5,"REIS Violeta","LATIMER Simon","BUSH Barb","HUFFMAN Coleen","BEDDOE Valerie","POLAZZO Valerio","GOLOVAN Anatoliy"
" men's 3m springboard","semifinal b",6,"REIS Violeta","LATIMER Simon","BUSH Barb","HUFFMAN Coleen","BEDDOE Valerie","POLAZZO Valerio","GOLOVAN Anatoliy"
"women's 3m springboard","semifinal b",1,"PETERSON Gord","HUFFMAN Coleen","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","BEDDOE Valerie","GOLOVAN Anatoliy"
"women's 3m springboard","semifinal b",2,"PETERSON Gord","HUFFMAN Coleen","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","BEDDOE Valerie","GOLOVAN Anatoliy"
"women's 3m springboard","semifinal b",3,"PETERSON Gord","HUFFMAN Coleen","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","BEDDOE Valerie","GOLOVAN Anatoliy"
"women's 3m springboard","semifinal b",4,"PETERSON Gord","HUFFMAN Coleen","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","BEDDOE Valerie","GOLOVAN Anatoliy"
"women's 3m springboard","semifinal b",5,"PETERSON Gord","HUFFMAN Coleen","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","BEDDOE Valerie","GOLOVAN Anatoliy"
" men's 10m platform","semifinal b",1,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
" men's 10m platform","semifinal b",2,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
" men's 10m platform","semifinal b",3,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
" men's 10m platform","semifinal b",4,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
" men's 10m platform","semifinal b",5,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
" men's 10m platform","semifinal b",6,"GOLOVAN Anatoliy","HUFFMAN Coleen","BUSH Barb","AYALA MUNOZ Carlos","REIS Violeta","LATIMER Simon","POLAZZO Valerio"
"women's 10m platform","semifinal b",1,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal b",2,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal b",3,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal b",4,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
"women's 10m platform","semifinal b",5,"PETERSON Gord","BEDDOE Valerie","POLAZZO Valerio","AYALA MUNOZ Carlos","LATIMER Simon","GOLOVAN Anatoliy","HUFFMAN Coleen"
" men's 3m springboard","final",1,"POLAZZO Valerio","HUFFMAN Coleen","BEDDOE Valerie","REIS Violeta","GOLOVAN Anatoliy","LATIMER Simon","BUSH Barb"
" men's 3m springboard","final",2,"POLAZZO Valerio","HUFFMAN Coleen","BEDDOE Valerie","REIS Violeta","GOLOVAN Anatoliy","LATIMER Simon","BUSH Barb"
" men's 3m springboard","final",3,"POLAZZO Valerio","HUFFMAN Coleen","BEDDOE Valerie","REIS Violeta","GOLOVAN Anatoliy","LATIMER Simon","BUSH Barb"
" men's 3m springboard","final",4,"POLAZZO Valerio","HUFFMAN Coleen","BEDDOE Valerie","REIS Violeta","GOLOVAN Anatoliy","LATIMER Simon","BUSH Barb"
" men's 3m springboard","final",5,"POLAZZO Valerio","HUFFMAN Coleen","BEDDOE Valerie","REIS Violeta","GOLOVAN Anatoliy","LATIMER Simon","BUSH Barb"
" men's 3m springboard","final",6,"POLAZZO Valerio","HUFFMAN Coleen","BEDDOE Valerie","REIS Violeta","GOLOVAN Anatoliy","LATIMER Simon","BUSH Barb"
"women's 3m springboard","final",1,"GOLOVAN Anatoliy","AYALA MUNOZ Carlos","LATIMER Simon","BEDDOE Valerie","PETERSON Gord","HUFFMAN Coleen","REIS Violeta"
"women's 3m springboard","final",2,"GOLOVAN Anatoliy","AYALA MUNOZ Carlos","LATIMER Simon","BEDDOE Valerie","PETERSON Gord","HUFFMAN Coleen","REIS Violeta"
"women's 3m springboard","final",3,"GOLOVAN Anatoliy","AYALA MUNOZ Carlos","LATIMER Simon","BEDDOE Valerie","PETERSON Gord","HUFFMAN Coleen","REIS Violeta"
"women's 3m springboard","final",4,"GOLOVAN Anatoliy","AYALA MUNOZ Carlos","LATIMER Simon","BEDDOE Valerie","PETERSON Gord","HUFFMAN Coleen","REIS Violeta"
"women's 3m springboard","final",5,"GOLOVAN Anatoliy","AYALA MUNOZ Carlos","LATIMER Simon","BEDDOE Valerie","PETERSON Gord","HUFFMAN Coleen","REIS Violeta"
" men's 10m platform","final",1,"HUFFMAN Coleen","BUSH Barb","REIS Violeta","POLAZZO Valerio","LATIMER Simon","AYALA MUNOZ Carlos","GOLOVAN Anatoliy"
" men's 10m platform","final",2,"HUFFMAN Coleen","BUSH Barb","REIS Violeta","POLAZZO Valerio","LATIMER Simon","AYALA MUNOZ Carlos","GOLOVAN Anatoliy"
" men's 10m platform","final",3,"HUFFMAN Coleen","BUSH Barb","REIS Violeta","POLAZZO Valerio","LATIMER Simon","AYALA MUNOZ Carlos","GOLOVAN Anatoliy"
" men's 10m platform","final",4,"HUFFMAN Coleen","BUSH Barb","REIS Violeta","POLAZZO Valerio","LATIMER Simon","AYALA MUNOZ Carlos","GOLOVAN Anatoliy"
" men's 10m platform","final",5,"HUFFMAN Coleen","BUSH Barb","REIS Violeta","POLAZZO Valerio","LATIMER Simon","AYALA MUNOZ Carlos","GOLOVAN Anatoliy"
" men's 10m platform","final",6,"HUFFMAN Coleen","BUSH Barb","REIS Violeta","POLAZZO Valerio","LATIMER Simon","AYALA MUNOZ Carlos","GOLOVAN Anatoliy"
"women's 10m platform","final",1,"LATIMER Simon","HUFFMAN Coleen","BEDDOE Valerie","GOLOVAN Anatoliy","PETERSON Gord","POLAZZO Valerio","AYALA MUNOZ Carlos"
"women's 10m platform","final",2,"LATIMER Simon","HUFFMAN Coleen","BEDDOE Valerie","GOLOVAN Anatoliy","PETERSON Gord","POLAZZO Valerio","AYALA MUNOZ Carlos"
"women's 10m platform","final",3,"LATIMER Simon","HUFFMAN Coleen","BEDDOE Valerie","GOLOVAN Anatoliy","PETERSON Gord","POLAZZO Valerio","AYALA MUNOZ Carlos"
"women's 10m platform","final",4,"LATIMER Simon","HUFFMAN Coleen","BEDDOE Valerie","GOLOVAN Anatoliy","PETERSON Gord","POLAZZO Valerio","AYALA MUNOZ Carlos"
"women's 10m platform","final",5,"LATIMER Simon","HUFFMAN Coleen","BEDDOE Valerie","GOLOVAN Anatoliy","PETERSON Gord","POLAZZO Valerio","AYALA MUNOZ Carlos"
