"event","round","divenum","J1","J2","J3","J4","J5","J6","J7"
" men's 10m platform","semifinal a",6,"ZAMPIERI Marco","TCIVINSKII Alexander","CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","PETERSON Gordon","NOVOTNA Hana"
"women's 10m platform","semifinal a",1,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal a",2,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal a",3,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal a",4,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal a",5,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
" men's 3m springboard","semifinal b",1,"NOVOTNA Hana","PETERSON Gordon","TCIVINSKII Alexander","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix"
" men's 3m springboard","semifinal b",2,"NOVOTNA Hana","PETERSON Gordon","TCIVINSKII Alexander","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix"
" men's 3m springboard","semifinal b",3,"NOVOTNA Hana","PETERSON Gordon","TCIVINSKII Alexander","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix"
" men's 3m springboard","semifinal b",4,"NOVOTNA Hana","PETERSON Gordon","TCIVINSKII Alexander","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix"
" men's 3m springboard","semifinal b",5,"NOVOTNA Hana","PETERSON Gordon","TCIVINSKII Alexander","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix"
" men's 3m springboard","semifinal b",6,"NOVOTNA Hana","PETERSON Gordon","TCIVINSKII Alexander","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix"
"women's 3m springboard","semifinal b",1,"TCIVINSKII Alexander","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix","PETERSON Gordon","LEE William","PEREZ CANASVERAS Angel Luis"
"women's 3m springboard","semifinal b",2,"TCIVINSKII Alexander","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix","PETERSON Gordon","LEE William","PEREZ CANASVERAS Angel Luis"
"women's 3m springboard","semifinal b",3,"TCIVINSKII Alexander","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix","PETERSON Gordon","LEE William","PEREZ CANASVERAS Angel Luis"
"women's 3m springboard","semifinal b",4,"TCIVINSKII Alexander","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix","PETERSON Gordon","LEE William","PEREZ CANASVERAS Angel Luis"
"women's 3m springboard","semifinal b",5,"TCIVINSKII Alexander","ZAMPIERI Marco","KRYNICKI Bartlomiej","CALDERON Felix","PETERSON Gordon","LEE William","PEREZ CANASVERAS Angel Luis"
" men's 10m platform","semifinal b",1,"ZAMPIERI Marco","TCIVINSKII Alexander","CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","PETERSON Gordon","NOVOTNA Hana"
" men's 10m platform","semifinal b",2,"ZAMPIERI Marco","TCIVINSKII Alexander","CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","PETERSON Gordon","NOVOTNA Hana"
" men's 10m platform","semifinal b",3,"ZAMPIERI Marco","TCIVINSKII Alexander","CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","PETERSON Gordon","NOVOTNA Hana"
" men's 10m platform","semifinal b",4,"ZAMPIERI Marco","TCIVINSKII Alexander","CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","PETERSON Gordon","NOVOTNA Hana"
" men's 10m platform","semifinal b",5,"ZAMPIERI Marco","TCIVINSKII Alexander","CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","PETERSON Gordon","NOVOTNA Hana"
" men's 10m platform","semifinal b",6,"ZAMPIERI Marco","TCIVINSKII Alexander","CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","PETERSON Gordon","NOVOTNA Hana"
"women's 10m platform","semifinal b",1,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal b",2,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal b",3,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal b",4,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
"women's 10m platform","semifinal b",5,"PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","NOVOTNA Hana","LEE William","PETERSON Gordon","ZAMPIERI Marco","KRYNICKI Bartlomiej"
" men's 3m springboard","final",1,"KRYNICKI Bartlomiej","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","NOVOTNA Hana","CALDERON Felix","PETERSON Gordon","TCIVINSKII Alexander"
" men's 3m springboard","final",2,"KRYNICKI Bartlomiej","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","NOVOTNA Hana","CALDERON Felix","PETERSON Gordon","TCIVINSKII Alexander"
" men's 3m springboard","final",3,"KRYNICKI Bartlomiej","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","NOVOTNA Hana","CALDERON Felix","PETERSON Gordon","TCIVINSKII Alexander"
" men's 3m springboard","final",4,"KRYNICKI Bartlomiej","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","NOVOTNA Hana","CALDERON Felix","PETERSON Gordon","TCIVINSKII Alexander"
" men's 3m springboard","final",5,"KRYNICKI Bartlomiej","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","NOVOTNA Hana","CALDERON Felix","PETERSON Gordon","TCIVINSKII Alexander"
" men's 3m springboard","final",6,"KRYNICKI Bartlomiej","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","NOVOTNA Hana","CALDERON Felix","PETERSON Gordon","TCIVINSKII Alexander"
"women's 3m springboard","final",1,"PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","LEE William","TCIVINSKII Alexander","KRYNICKI Bartlomiej","CALDERON Felix"
"women's 3m springboard","final",2,"PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","LEE William","TCIVINSKII Alexander","KRYNICKI Bartlomiej","CALDERON Felix"
"women's 3m springboard","final",3,"PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","LEE William","TCIVINSKII Alexander","KRYNICKI Bartlomiej","CALDERON Felix"
"women's 3m springboard","final",4,"PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","LEE William","TCIVINSKII Alexander","KRYNICKI Bartlomiej","CALDERON Felix"
"women's 3m springboard","final",5,"PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco","LEE William","TCIVINSKII Alexander","KRYNICKI Bartlomiej","CALDERON Felix"
" men's 10m platform","final",1,"TCIVINSKII Alexander","CALDERON Felix","LEE William","NOVOTNA Hana","PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco"
" men's 10m platform","final",2,"TCIVINSKII Alexander","CALDERON Felix","LEE William","NOVOTNA Hana","PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco"
" men's 10m platform","final",3,"TCIVINSKII Alexander","CALDERON Felix","LEE William","NOVOTNA Hana","PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco"
" men's 10m platform","final",4,"TCIVINSKII Alexander","CALDERON Felix","LEE William","NOVOTNA Hana","PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco"
" men's 10m platform","final",5,"TCIVINSKII Alexander","CALDERON Felix","LEE William","NOVOTNA Hana","PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco"
" men's 10m platform","final",6,"TCIVINSKII Alexander","CALDERON Felix","LEE William","NOVOTNA Hana","PETERSON Gordon","PEREZ CANASVERAS Angel Luis","ZAMPIERI Marco"
"women's 10m platform","final",1,"KRYNICKI Bartlomiej","NOVOTNA Hana","PETERSON Gordon","ZAMPIERI Marco","PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","LEE William"
"women's 10m platform","final",2,"KRYNICKI Bartlomiej","NOVOTNA Hana","PETERSON Gordon","ZAMPIERI Marco","PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","LEE William"
"women's 10m platform","final",3,"KRYNICKI Bartlomiej","NOVOTNA Hana","PETERSON Gordon","ZAMPIERI Marco","PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","LEE William"
"women's 10m platform","final",4,"KRYNICKI Bartlomiej","NOVOTNA Hana","PETERSON Gordon","ZAMPIERI Marco","PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","LEE William"
"women's 10m platform","final",5,"KRYNICKI Bartlomiej","NOVOTNA Hana","PETERSON Gordon","ZAMPIERI Marco","PEREZ CANASVERAS Angel Luis","BEKETOV Andrei","LEE William"
