"event","round","divenum","J1","J2","J3","J4","J5","J6","J7"
"women's 3m springboard","semifinal b",4,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris"
"women's 3m springboard","semifinal b",5,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris"
" men's 10m platform","semifinal b",1,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris"
" men's 10m platform","semifinal b",2,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris"
" men's 10m platform","semifinal b",3,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris"
" men's 10m platform","semifinal b",4,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris"
" men's 10m platform","semifinal b",5,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris"
" men's 10m platform","semifinal b",6,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris"
"women's 10m platform","semifinal b",1,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko"
"women's 10m platform","semifinal b",2,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko"
"women's 10m platform","semifinal b",3,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko"
"women's 10m platform","semifinal b",4,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko"
"women's 10m platform","semifinal b",5,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko"
" men's 3m springboard","final",1,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang"
" men's 3m springboard","final",2,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang"
" men's 3m springboard","final",3,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang"
" men's 3m springboard","final",4,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang"
" men's 3m springboard","final",5,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang"
" men's 3m springboard","final",6,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang"
"women's 3m springboard","final",1,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas"
"women's 3m springboard","final",2,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas"
"women's 3m springboard","final",3,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas"
"women's 3m springboard","final",4,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas"
"women's 3m springboard","final",5,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas"
" men's 10m platform","final",1,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed"
" men's 10m platform","final",2,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed"
" men's 10m platform","final",3,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed"
" men's 10m platform","final",4,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed"
" men's 10m platform","final",5,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed"
" men's 10m platform","final",6,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed"
"women's 10m platform","final",1,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed"
"women's 10m platform","final",2,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed"
"women's 10m platform","final",3,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed"
"women's 10m platform","final",4,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed"
"women's 10m platform","final",5,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed"
