"divenum","event","round","year","competition","judge_id","rank","name","dcountry","divecode","DD","divepts","diverank","totalpts","overallrank","pointsbehind","judges_score","judge_name","jcountry","gender"
2," men's 3m springboard","final",2016,"World_Series_Windsor","J3",5,"OCAMPO Jahir","SMF","407C",3.4,"86.7","3",170,"3",9.35,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2016,"World_Series_Windsor","J3",1,"CAO Yuan","CHN","5337D",3.5,"89.25","2",179.35,"1",0,9,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2016,"World_Series_Windsor","J3",4,"LAUGHER Jack","GBR","307C",3.5,"99.75","1",176.25,"2",3.1,10,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2017,"World_Series_Beijing","J5",4,"ZAKHAROV Ilia","RUS","207C",3.6,"81.00","3",166,"2",14.95,7,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2017,"World_Series_Beijing","J5",5,"KVASHA Illya","UKR","107B",3.1,"74.40","4",150.9,"5",30.05,8,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2017,"World_Series_Beijing","J5",3,"CAO Yuan","CHN","5337D",3.5,"68.25","6",151.55,"4",29.4,5.5,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2017,"World_Series_Beijing","J5",2,"XIE Siyi","CHN","407C",3.4,"85.00","2",165.6,"3",15.35,8,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2017,"World_Series_Beijing","J5",1,"LAUGHER Jack","GBR","307C",3.5,"85.75","1",180.95,"1",0,8,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2017,"World_Series_Beijing","J5",6,"GAGNE Philippe","CAN","107B",3.1,"69.75","5",134.25,"6",46.7,7.5,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J2",6,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","4",168,"4",16.55,8.5,"MIN Suckhong","KOR","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J2",1,"XIE Siyi","CHN","407C",3.4,"91.8","2",175.5,"2",9.05,9,"MIN Suckhong","KOR","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J2",4,"HAUSDING Patrick","GER","307C",3.5,"84","5",160.5,"6",24.05,8,"MIN Suckhong","KOR","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J2",5,"PACHECO MARRUFO Rommel","MEX","205B",3,"81","6",167.7,"5",16.85,9,"MIN Suckhong","KOR","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J2",2,"LAUGHER Jack","GBR","307C",3.5,"92.75","1",184.55,"1",0,9.5,"MIN Suckhong","KOR","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J2",3,"CAO Yuan","CHN","5337D",3.5,"87.5","3",169.1,"3",15.45,8.5,"MIN Suckhong","KOR","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J5",1,"XIE Siyi","CHN","407C",3.4,"91.8","2",175.5,"2",9.05,9,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J5",3,"CAO Yuan","CHN","5337D",3.5,"87.5","3",169.1,"3",15.45,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J5",4,"HAUSDING Patrick","GER","307C",3.5,"84","5",160.5,"6",24.05,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J5",2,"LAUGHER Jack","GBR","307C",3.5,"92.75","1",184.55,"1",0,8.5,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J5",5,"PACHECO MARRUFO Rommel","MEX","205B",3,"81","6",167.7,"5",16.85,9,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J5",6,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","4",168,"4",16.55,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J6",6,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","4",168,"4",16.55,7.5,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J6",2,"LAUGHER Jack","GBR","307C",3.5,"92.75","1",184.55,"1",0,9,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J6",5,"PACHECO MARRUFO Rommel","MEX","205B",3,"81","6",167.7,"5",16.85,9,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J6",1,"XIE Siyi","CHN","407C",3.4,"91.8","2",175.5,"2",9.05,9,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J6",3,"CAO Yuan","CHN","5337D",3.5,"87.5","3",169.1,"3",15.45,8,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2017,"World_Series_Guanzhou","J6",4,"HAUSDING Patrick","GER","307C",3.5,"84","5",160.5,"6",24.05,8,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2017,"World_Series_Kazan","J4",6,"IMBEAU-DULAC Francois","CAN","205B",3,"67.5","5",136.5,"6",32.45,7.5,"AXTELIUS Peter","SWE","Male"
2," men's 3m springboard","final",2017,"World_Series_Kazan","J4",5,"KVASHA Illya","UKR","107B",3.1,"74.4","4",149.2,"4",19.75,8,"AXTELIUS Peter","SWE","Male"
2," men's 3m springboard","final",2017,"World_Series_Kazan","J4",4,"LAUGHER Jack","GBR","307C",3.5,"57.75","6",144.45,"5",24.5,4.5,"AXTELIUS Peter","SWE","Male"
2," men's 3m springboard","final",2017,"World_Series_Kazan","J4",2,"XIE Siyi","CHN","407C",3.4,"86.7","1",165.75,"2",3.2,8.5,"AXTELIUS Peter","SWE","Male"
2," men's 3m springboard","final",2017,"World_Series_Kazan","J4",1,"CAO Yuan","CHN","5337D",3.5,"82.25","3",168.95,"1",0,7.5,"AXTELIUS Peter","SWE","Male"
2," men's 3m springboard","final",2017,"World_Series_Kazan","J4",3,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","2",159.5,"3",9.45,8,"AXTELIUS Peter","SWE","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J2",1,"LAUGHER Jack","GBR","307C",3.5,"84","1",175.8,"1",0,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J2",3,"CAO Yuan","CHN","5337D",3.5,"82.25","2",170.65,"2",5.15,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J2",6,"PACHECO MARRUFO Rommel","MEX","205B",3,"75","6",134.5,"6",41.3,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J2",4,"ZAKHAROV Ilia","RUS","207C",3.6,"77.4","5",157.3,"5",18.5,7,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J2",2,"XIE Siyi","CHN","407C",3.4,"79.9","3",158.95,"4",16.85,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J2",5,"KVASHA Illya","UKR","107B",3.1,"79.05","4",160.65,"3",15.15,9,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J4",5,"KVASHA Illya","UKR","107B",3.1,"79.05","4",160.65,"3",15.15,8.5,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J4",1,"LAUGHER Jack","GBR","307C",3.5,"84","1",175.8,"1",0,8,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J4",3,"CAO Yuan","CHN","5337D",3.5,"82.25","2",170.65,"2",5.15,8,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J4",4,"ZAKHAROV Ilia","RUS","207C",3.6,"77.4","5",157.3,"5",18.5,7,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J4",6,"PACHECO MARRUFO Rommel","MEX","205B",3,"75","6",134.5,"6",41.3,8,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J4",2,"XIE Siyi","CHN","407C",3.4,"79.9","3",158.95,"4",16.85,8,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J6",1,"LAUGHER Jack","GBR","307C",3.5,"84","1",175.8,"1",0,8,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J6",6,"PACHECO MARRUFO Rommel","MEX","205B",3,"75","6",134.5,"6",41.3,8.5,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J6",5,"KVASHA Illya","UKR","107B",3.1,"79.05","4",160.65,"3",15.15,8.5,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J6",2,"XIE Siyi","CHN","407C",3.4,"79.9","3",158.95,"4",16.85,7.5,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J6",3,"CAO Yuan","CHN","5337D",3.5,"82.25","2",170.65,"2",5.15,7.5,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2017,"World_Series_Windsor","J6",4,"ZAKHAROV Ilia","RUS","207C",3.6,"77.4","5",157.3,"5",18.5,7.5,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J1",6,"GOODFELLOW Daniel","GBR","407C",3.4,"61.2","6",132.6,"6",43.9,5.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J1",4,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","1",176.5,"1",0,8,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J1",3,"KUZNETSOV Evgenii","RUS","5253B",3.4,"81.6","4",163.2,"3",13.3,7.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J1",2,"CAO Yuan","CHN","5337D",3.5,"84","3",167.3,"2",9.2,8.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J1",1,"XIE Siyi","CHN","5353B",3.3,"84.15","2",162.35,"4",14.15,8.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J1",5,"IMBEAU-DULAC Francois","CAN","107B",3.1,"74.4","5",140.4,"5",36.1,8,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J2",4,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","1",176.5,"1",0,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J2",3,"KUZNETSOV Evgenii","RUS","5253B",3.4,"81.6","4",163.2,"3",13.3,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J2",5,"IMBEAU-DULAC Francois","CAN","107B",3.1,"74.4","5",140.4,"5",36.1,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J2",6,"GOODFELLOW Daniel","GBR","407C",3.4,"61.2","6",132.6,"6",43.9,6,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J2",1,"XIE Siyi","CHN","5353B",3.3,"84.15","2",162.35,"4",14.15,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J2",2,"CAO Yuan","CHN","5337D",3.5,"84","3",167.3,"2",9.2,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J3",5,"IMBEAU-DULAC Francois","CAN","107B",3.1,"74.4","5",140.4,"5",36.1,8,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J3",1,"XIE Siyi","CHN","5353B",3.3,"84.15","2",162.35,"4",14.15,8.5,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J3",2,"CAO Yuan","CHN","5337D",3.5,"84","3",167.3,"2",9.2,8,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J3",6,"GOODFELLOW Daniel","GBR","407C",3.4,"61.2","6",132.6,"6",43.9,5.5,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J3",4,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","1",176.5,"1",0,8.5,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J3",3,"KUZNETSOV Evgenii","RUS","5253B",3.4,"81.6","4",163.2,"3",13.3,8,"ROCHA CHAVEZ Sergio","MEX","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J6",5,"IMBEAU-DULAC Francois","CAN","107B",3.1,"74.4","5",140.4,"5",36.1,8,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J6",3,"KUZNETSOV Evgenii","RUS","5253B",3.4,"81.6","4",163.2,"3",13.3,8,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J6",2,"CAO Yuan","CHN","5337D",3.5,"84","3",167.3,"2",9.2,8,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J6",1,"XIE Siyi","CHN","5353B",3.3,"84.15","2",162.35,"4",14.15,9,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J6",4,"ZAKHAROV Ilia","RUS","207C",3.6,"86.4","1",176.5,"1",0,8,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2018,"World_Series_Kazan","J6",6,"GOODFELLOW Daniel","GBR","407C",3.4,"61.2","6",132.6,"6",43.9,6,"HASSAN Mohamed","EGY","Male"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J4",3,"ZAKHAROV Ilia","RUS","207C",3.6,"84.60","2",174.7,"1",0,8.5,"SZEKFFY Nora","HUN","Female"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J4",1,"CAO Yuan","CHN","5337D",3.5,"89.25","1",172.55,"2",2.15,8.5,"SZEKFFY Nora","HUN","Female"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J4",4,"KUZNETSOV Evgenii","RUS","107B",3.1,"74.40","4",154.3,"4",20.4,8,"SZEKFFY Nora","HUN","Female"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J4",6,"GAGNE Philippe","CAN","5154B",3.4,"73.10","5",134.6,"6",40.1,7,"SZEKFFY Nora","HUN","Female"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J4",2,"XIE Siyi","CHN","5353B",3.3,"82.50","3",162.4,"3",12.3,8.5,"SZEKFFY Nora","HUN","Female"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J4",5,"IMBEAU-DULAC Francois","CAN","107B",3.1,"68.20","6",135.7,"5",39,7,"SZEKFFY Nora","HUN","Female"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J6",1,"CAO Yuan","CHN","5337D",3.5,"89.25","1",172.55,"2",2.15,8.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J6",2,"XIE Siyi","CHN","5353B",3.3,"82.50","3",162.4,"3",12.3,8.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J6",5,"IMBEAU-DULAC Francois","CAN","107B",3.1,"68.20","6",135.7,"5",39,7.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J6",3,"ZAKHAROV Ilia","RUS","207C",3.6,"84.60","2",174.7,"1",0,7.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J6",4,"KUZNETSOV Evgenii","RUS","107B",3.1,"74.40","4",154.3,"4",20.4,7.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2018,"World_Series_Montreal","J6",6,"GAGNE Philippe","CAN","5154B",3.4,"73.10","5",134.6,"6",40.1,7,"LEE William","SGP","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J2",5,"HAUSDING Patrick","GER","5337D",3.5,"70","5",134.5,"6",38.05,5,"van der VOORT Ronald","NED","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J2",2,"XIE Siyi","CHN","5353B",3.3,"84.15","1",172.55,"1",0,8.5,"van der VOORT Ronald","NED","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J2",4,"PACHECO MARRUFO Rommel","MEX","407C",3.4,"81.6","4",164.9,"4",7.65,8,"van der VOORT Ronald","NED","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J2",3,"LAUGHER Jack","GBR","307C",3.5,"84","=2",169,"=2",3.55,8.5,"van der VOORT Ronald","NED","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J2",6,"HASLAM Ross","GBR","407C",3.4,"68","6",141.1,"5",31.45,7,"van der VOORT Ronald","NED","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J2",1,"CAO Yuan","CHN","5337D",3.5,"84","=2",169,"=2",3.55,8,"van der VOORT Ronald","NED","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J5",3,"LAUGHER Jack","GBR","307C",3.5,"84","=2",169,"=2",3.55,8,"AVASILOAE Florin","ROU","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J5",1,"CAO Yuan","CHN","5337D",3.5,"84","=2",169,"=2",3.55,8,"AVASILOAE Florin","ROU","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J5",2,"XIE Siyi","CHN","5353B",3.3,"84.15","1",172.55,"1",0,9,"AVASILOAE Florin","ROU","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J5",4,"PACHECO MARRUFO Rommel","MEX","407C",3.4,"81.6","4",164.9,"4",7.65,8,"AVASILOAE Florin","ROU","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J5",6,"HASLAM Ross","GBR","407C",3.4,"68","6",141.1,"5",31.45,6.5,"AVASILOAE Florin","ROU","Male"
2," men's 3m springboard","final",2019,"World_Series_Beijing","J5",5,"HAUSDING Patrick","GER","5337D",3.5,"70","5",134.5,"6",38.05,5,"AVASILOAE Florin","ROU","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J2",1,"LAUGHER Jack","GBR","307C",3.5,"94.5","1",181.2,"1",0,9,"LEE William","SGP","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J2",5,"PENG Jianfeng","CHN","5156B",3.9,"83.85","3",165.45,"3",15.75,7.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J2",3,"WANG Zongyuan","CHN","205B",3,"66","6",147.6,"5",33.6,7.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J2",4,"KUZNETSOV Evgenii","RUS","107B",3.1,"66.65","5",148.25,"4",32.95,7.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J2",2,"GOODFELLOW Daniel","GBR","407C",3.4,"86.7","2",168.3,"2",12.9,8.5,"LEE William","SGP","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J2",6,"IMBEAU-DULAC Francois","CAN","107B",3.1,"74.4","4",141.9,"6",39.3,8,"LEE William","SGP","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J4",2,"GOODFELLOW Daniel","GBR","407C",3.4,"86.7","2",168.3,"2",12.9,8.5,"AHLERING Julie","USA","Female"
2," men's 3m springboard","final",2019,"World_Series_London","J4",6,"IMBEAU-DULAC Francois","CAN","107B",3.1,"74.4","4",141.9,"6",39.3,8,"AHLERING Julie","USA","Female"
2," men's 3m springboard","final",2019,"World_Series_London","J4",4,"KUZNETSOV Evgenii","RUS","107B",3.1,"66.65","5",148.25,"4",32.95,7,"AHLERING Julie","USA","Female"
2," men's 3m springboard","final",2019,"World_Series_London","J4",1,"LAUGHER Jack","GBR","307C",3.5,"94.5","1",181.2,"1",0,8.5,"AHLERING Julie","USA","Female"
2," men's 3m springboard","final",2019,"World_Series_London","J4",3,"WANG Zongyuan","CHN","205B",3,"66","6",147.6,"5",33.6,7,"AHLERING Julie","USA","Female"
2," men's 3m springboard","final",2019,"World_Series_London","J4",5,"PENG Jianfeng","CHN","5156B",3.9,"83.85","3",165.45,"3",15.75,7,"AHLERING Julie","USA","Female"
2," men's 3m springboard","final",2019,"World_Series_London","J7",3,"WANG Zongyuan","CHN","205B",3,"66","6",147.6,"5",33.6,8,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J7",5,"PENG Jianfeng","CHN","5156B",3.9,"83.85","3",165.45,"3",15.75,7,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J7",6,"IMBEAU-DULAC Francois","CAN","107B",3.1,"74.4","4",141.9,"6",39.3,8,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J7",4,"KUZNETSOV Evgenii","RUS","107B",3.1,"66.65","5",148.25,"4",32.95,7.5,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J7",1,"LAUGHER Jack","GBR","307C",3.5,"94.5","1",181.2,"1",0,9.5,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2019,"World_Series_London","J7",2,"GOODFELLOW Daniel","GBR","407C",3.4,"86.7","2",168.3,"2",12.9,9,"ZAMPIERI Marco","ITA","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J3",5,"PACHECO MARRUFO Rommel","MEX","407C",3.4,"54.40","6",136,"6",35,5.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J3",4,"KUZNETSOV Evgenii","RUS","107B",3.1,"69.75","5",146.25,"5",24.75,7.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J3",3,"CAO Yuan","CHN","5337D",3.5,"85.75","2",170.75,"2",0.25,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J3",2,"LAUGHER Jack","GBR","307C",3.5,"87.50","1",158.9,"3",12.1,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J3",6,"GAGNE Philippe","CAN","5337D",3.5,"84.00","3",156,"4",15,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J3",1,"XIE Siyi","CHN","5353B",3.3,"79.20","4",171,"1",0,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J4",1,"XIE Siyi","CHN","5353B",3.3,"79.20","4",171,"1",0,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J4",5,"PACHECO MARRUFO Rommel","MEX","407C",3.4,"54.40","6",136,"6",35,5,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J4",6,"GAGNE Philippe","CAN","5337D",3.5,"84.00","3",156,"4",15,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J4",4,"KUZNETSOV Evgenii","RUS","107B",3.1,"69.75","5",146.25,"5",24.75,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J4",2,"LAUGHER Jack","GBR","307C",3.5,"87.50","1",158.9,"3",12.1,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2019,"World_Series_Montreal","J4",3,"CAO Yuan","CHN","5337D",3.5,"85.75","2",170.75,"2",0.25,8,"TOULOUDIS Nikolaos","GRE","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",4,"GARCIA BOISSIER","ESP","205B",3,"58.50","10",126,"10",32.1,6.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",6,"RUVALCABA Jonathan","DOM","205B",3,"67.50","8",138.8,"7",19.3,7.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",2,"HEATLY James","GBR","407C",3.4,"76.50","=5",142.5,"6",15.6,7.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",12,"KNIGHT-WISDOM Yona","JAM","407C",3.4,"35.70","12",107,"12",51.1,3,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",5,"GOODFELLOW Daniel","GBR","407C",3.4,"76.50","=5",158.1,"1",0,8,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",10,"DOWN-JENKINS Anton","NZL","205B",3,"54.00","11",118.5,"11",39.6,6,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",7,"HERRERA Briadam","USA","5154B",3.4,"78.20","3",148.7,"3",9.4,8,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",1,"WOLFRAM Martin","GER","5337D",3.5,"77.00","4",143,"5",15.1,8,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",3,"JANDARD Alexis","FRA","107B",3.1,"79.05","2",145.05,"4",13.05,9,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",11,"WOO Haram","KOR","407C",3.4,"71.40","7",134.3,"9",23.8,7.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",9,"DIEGO LOPEZ Rodrigo","MEX","205B",3,"61.50","9",138,"8",20.1,6.5,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J1",8,"MORALES MENDOZA","COL","307C",3.5,"84.00","1",153.7,"2",4.4,8,"GOLOVAN Anatoliy","UKR","Male"
2," men's 3m springboard","final",2021,"World_Cup","J2",12,"KNIGHT-WISDOM Yona","JAM","407C",3.4,"35.70","12",107,"12",51.1,3.5,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2021,"World_Cup","J2",11,"WOO Haram","KOR","407C",3.4,"71.40","7",134.3,"9",23.8,7,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2021,"World_Cup","J2",5,"GOODFELLOW Daniel","GBR","407C",3.4,"76.50","=5",158.1,"1",0,7.5,"RAO Lang","CHN","Female"
2," men's 3m springboard","final",2021,"World_Cup","J2",9,"DIEGO LOPEZ Rodrigo","MEX","205B",3,"61.50","9",138,"8",20.1,7,"RAO Lang","CHN","Female"
