"divenum","event","round","year","competition","judge_id","rank","name","dcountry","divecode","DD","divepts","diverank","totalpts","overallrank","pointsbehind","judges_score","judge_name","jcountry","gender"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J2",2,"HASLAM Ross","GBR","109C",3.8,"77.9","=2",225.8,"2",20.3,7,"WRIGHT Lisa","NZL","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J2",6,"CASTILLO HUERTA Yahel Ernesto","MEX","109C",3.8,"77.9","=2",207.1,"3",39,7.5,"WRIGHT Lisa","NZL","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J2",4,"IMBEAU-DULAC Francois","CAN","307C",3.5,"50.75","5",188,"6",58.1,4.5,"WRIGHT Lisa","NZL","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J2",5,"SHLEIKHER Nikita","RUS","5337D",3.5,"68.25","4",200.1,"4",46,6.5,"WRIGHT Lisa","NZL","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J4",4,"IMBEAU-DULAC Francois","CAN","307C",3.5,"50.75","5",188,"6",58.1,5,"van der VOORT Ronald","NED","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J4",5,"SHLEIKHER Nikita","RUS","5337D",3.5,"68.25","4",200.1,"4",46,6.5,"van der VOORT Ronald","NED","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J4",6,"CASTILLO HUERTA Yahel Ernesto","MEX","109C",3.8,"77.9","=2",207.1,"3",39,6.5,"van der VOORT Ronald","NED","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J4",2,"HASLAM Ross","GBR","109C",3.8,"77.9","=2",225.8,"2",20.3,6.5,"van der VOORT Ronald","NED","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J4",3,"PACHECO MARRUFO Rommel","MEX","215B",3.3,"44.55","6",197.55,"5",48.55,4,"van der VOORT Ronald","NED","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J4",1,"CAO Yuan","CHN","307C",3.5,"89.25","1",246.1,"1",0,8.5,"van der VOORT Ronald","NED","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J6",5,"SHLEIKHER Nikita","RUS","5337D",3.5,"68.25","4",200.1,"4",46,6.5,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J6",4,"IMBEAU-DULAC Francois","CAN","307C",3.5,"50.75","5",188,"6",58.1,5,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J6",3,"PACHECO MARRUFO Rommel","MEX","215B",3.3,"44.55","6",197.55,"5",48.55,5,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J6",6,"CASTILLO HUERTA Yahel Ernesto","MEX","109C",3.8,"77.9","=2",207.1,"3",39,7,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J6",1,"CAO Yuan","CHN","307C",3.5,"89.25","1",246.1,"1",0,8.5,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J6",2,"HASLAM Ross","GBR","109C",3.8,"77.9","=2",225.8,"2",20.3,7,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J7",1,"CAO Yuan","CHN","307C",3.5,"89.25","1",246.1,"1",0,8.5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J7",3,"PACHECO MARRUFO Rommel","MEX","215B",3.3,"44.55","6",197.55,"5",48.55,5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J7",5,"SHLEIKHER Nikita","RUS","5337D",3.5,"68.25","4",200.1,"4",46,6,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J7",4,"IMBEAU-DULAC Francois","CAN","307C",3.5,"50.75","5",188,"6",58.1,5.5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J7",6,"CASTILLO HUERTA Yahel Ernesto","MEX","109C",3.8,"77.9","=2",207.1,"3",39,7,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_Beijing","J7",2,"HASLAM Ross","GBR","109C",3.8,"77.9","=2",225.8,"2",20.3,7,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J6",5,"DUTOIT Guillaume","SUI","109C",3.8,"66.5","5",210.75,"4",53.5,5.5,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J6",2,"GOODFELLOW Daniel","GBR","307C",3.5,"73.5","4",228.2,"2",36.05,7,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J6",1,"PENG Jianfeng","CHN","307C",3.5,"91","1",264.25,"1",0,8.5,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J6",4,"KOLODIY Oleg","UKR","5353B",3.3,"74.25","3",215.25,"3",49,7.5,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J6",3,"IMBEAU-DULAC Francois","CAN","307C",3.5,"75.25","2",207.75,"5",56.5,7.5,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J7",2,"GOODFELLOW Daniel","GBR","307C",3.5,"73.5","4",228.2,"2",36.05,7,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J7",4,"KOLODIY Oleg","UKR","5353B",3.3,"74.25","3",215.25,"3",49,8,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J7",1,"PENG Jianfeng","CHN","307C",3.5,"91","1",264.25,"1",0,8.5,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J7",3,"IMBEAU-DULAC Francois","CAN","307C",3.5,"75.25","2",207.75,"5",56.5,6.5,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_London","J7",5,"DUTOIT Guillaume","SUI","109C",3.8,"66.5","5",210.75,"4",53.5,5,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J3",3,"PACHECO MARRUFO Rommel","MEX","205B",3,"73.50","4",226.5,"3",22.5,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J3",1,"XIE Siyi","CHN","207C",3.6,"88.20","1",249,"1",0,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J3",5,"CASTILLO HUERTA Yahel Ernesto","MEX","109C",3.8,"62.70","7",210.6,"5",38.4,5.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J3",7,"KOLODIY Oleg","UKR","5353B",3.3,"64.35","6",203.25,"7",45.75,6.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J3",6,"HASLAM Ross","GBR","407C",3.4,"73.10","5",206.9,"6",42.1,7.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J3",4,"HIXON Mike","USA","5337D",3.5,"82.25","3",221.75,"4",27.25,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J3",2,"GAGNE Philippe","CAN","307C",3.5,"85.75","2",234,"2",15,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J5",6,"HASLAM Ross","GBR","407C",3.4,"73.10","5",206.9,"6",42.1,7.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J5",3,"PACHECO MARRUFO Rommel","MEX","205B",3,"73.50","4",226.5,"3",22.5,8,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J5",2,"GAGNE Philippe","CAN","307C",3.5,"85.75","2",234,"2",15,8,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J5",1,"XIE Siyi","CHN","207C",3.6,"88.20","1",249,"1",0,8,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J5",4,"HIXON Mike","USA","5337D",3.5,"82.25","3",221.75,"4",27.25,7.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J5",5,"CASTILLO HUERTA Yahel Ernesto","MEX","109C",3.8,"62.70","7",210.6,"5",38.4,5.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal a",2019,"World_Series_Montreal","J5",7,"KOLODIY Oleg","UKR","5353B",3.3,"64.35","6",203.25,"7",45.75,6.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J2",2,"LAUGHER Jack","GBR","407C",3.4,"81.60","4",248.95,"2",8.6,8,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J2",3,"CASTILLO Yahel","MEX","109C",3.8,"91.20","1",235.4,"3",22.15,8.5,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J2",4,"ZAKHAROV Ilia","RUS","307C",3.5,"84.00","3",207.1,"4",50.45,8,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J2",1,"HE Chong","CHN","307C",3.5,"89.25","2",257.55,"1",0,8.5,"LEE William","SGP","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J3",4,"ZAKHAROV Ilia","RUS","307C",3.5,"84.00","3",207.1,"4",50.45,7.5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J3",1,"HE Chong","CHN","307C",3.5,"89.25","2",257.55,"1",0,8.5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J3",3,"CASTILLO Yahel","MEX","109C",3.8,"91.20","1",235.4,"3",22.15,8,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Beijing","J3",2,"LAUGHER Jack","GBR","407C",3.4,"81.60","4",248.95,"2",8.6,8,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J1",3,"HAUSDING Patrick","GER","5355B",3.7,"79.55","4",225.55,"4",31.85,7.5,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J1",5,"PACHECO Rommel","MEX","5353B",3.3,"69.30","5",221.2,"5",36.2,7,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J1",2,"KVASHA Illya","UKR","307C",3.5,"80.50","3",234.55,"2",22.85,8.5,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J1",4,"ZAKHAROV Ilia","RUS","307C",3.5,"84.00","=1",232.2,"3",25.2,8,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J1",1,"HE Chong","CHN","307C",3.5,"84.00","=1",257.4,"1",0,8.5,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J3",2,"KVASHA Illya","UKR","307C",3.5,"80.50","3",234.55,"2",22.85,8,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J3",5,"PACHECO Rommel","MEX","5353B",3.3,"69.30","5",221.2,"5",36.2,7,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J3",1,"HE Chong","CHN","307C",3.5,"84.00","=1",257.4,"1",0,8,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J3",4,"ZAKHAROV Ilia","RUS","307C",3.5,"84.00","=1",232.2,"3",25.2,8,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J3",3,"HAUSDING Patrick","GER","5355B",3.7,"79.55","4",225.55,"4",31.85,7.5,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J6",2,"KVASHA Illya","UKR","307C",3.5,"80.50","3",234.55,"2",22.85,7.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J6",1,"HE Chong","CHN","307C",3.5,"84.00","=1",257.4,"1",0,8,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J6",4,"ZAKHAROV Ilia","RUS","307C",3.5,"84.00","=1",232.2,"3",25.2,8,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J6",3,"HAUSDING Patrick","GER","5355B",3.7,"79.55","4",225.55,"4",31.85,7,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Dubai","J6",5,"PACHECO Rommel","MEX","5353B",3.3,"69.30","5",221.2,"5",36.2,7,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J4",5,"FECK Stephan","GER","407C",3.4,"69.70","5",214.6,"4",19.45,7,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J4",6,"SHLEIKHER Nikita","RUS","205B",3,"64.50","6",204.4,"5",29.65,7.5,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J4",1,"LAUGHER Jack","GBR","407C",3.4,"81.60","1",219.1,"3",14.95,8,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J4",4,"GAGNE Philippe","CAN","5154B",3.4,"71.40","4",177,"6",57.05,7,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J4",2,"HAUSDING Patrick","GER","5355B",3.7,"79.55","2",234.05,"1",0,7,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J4",3,"MEARS Christopher","GBR","5353B",3.3,"77.55","3",227.7,"2",6.35,8,"AHLERING Julie","USA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J5",1,"LAUGHER Jack","GBR","407C",3.4,"81.60","1",219.1,"3",14.95,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J5",5,"FECK Stephan","GER","407C",3.4,"69.70","5",214.6,"4",19.45,7,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J5",4,"GAGNE Philippe","CAN","5154B",3.4,"71.40","4",177,"6",57.05,7,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J5",3,"MEARS Christopher","GBR","5353B",3.3,"77.55","3",227.7,"2",6.35,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J5",2,"HAUSDING Patrick","GER","5355B",3.7,"79.55","2",234.05,"1",0,7.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Merida","J5",6,"SHLEIKHER Nikita","RUS","205B",3,"64.50","6",204.4,"5",29.65,7,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J1",1,"HE Chao","CHN","307C",3.5,"89.25","1",237.15,"1",0,8.5,"REIS Violeta","BRA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J1",5,"FECK Stephan","GER","407C",3.4,"76.50","3",213.75,"5",23.4,8,"REIS Violeta","BRA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J1",4,"OCAMPO Jahir","MEX","205B",3,"69.00","5",227.1,"4",10.05,7.5,"REIS Violeta","BRA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J1",2,"HAUSDING Patrick","GER","5355B",3.7,"79.55","2",232.8,"3",4.35,6.5,"REIS Violeta","BRA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J1",6,"IMBEAU-DULAC Francois","CAN","205B",3,"66.00","6",206.35,"6",30.8,7,"REIS Violeta","BRA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J1",3,"LAUGHER Jack","GBR","407C",3.4,"74.80","4",235.2,"2",1.95,7.5,"REIS Violeta","BRA","Female"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J7",6,"IMBEAU-DULAC Francois","CAN","205B",3,"66.00","6",206.35,"6",30.8,7.5,"GOLOVAN Anatoliy","UKR","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J7",4,"OCAMPO Jahir","MEX","205B",3,"69.00","5",227.1,"4",10.05,8,"GOLOVAN Anatoliy","UKR","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J7",2,"HAUSDING Patrick","GER","5355B",3.7,"79.55","2",232.8,"3",4.35,7,"GOLOVAN Anatoliy","UKR","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J7",3,"LAUGHER Jack","GBR","407C",3.4,"74.80","4",235.2,"2",1.95,7.5,"GOLOVAN Anatoliy","UKR","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J7",5,"FECK Stephan","GER","407C",3.4,"76.50","3",213.75,"5",23.4,7.5,"GOLOVAN Anatoliy","UKR","Male"
3," men's 3m springboard","semifinal b",2015,"World_Series_Windsor","J7",1,"HE Chao","CHN","307C",3.5,"89.25","1",237.15,"1",0,8.5,"GOLOVAN Anatoliy","UKR","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J1",6,"GAGNE Philippe","CAN","5154B",3.4,"62.90","6",186.65,"6",63.2,5.5,"HASSAN Mohamed","EGY","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J1",3,"LAUGHER Jack","GBR","407C",3.4,"76.50","=2",207.4,"5",42.45,7.5,"HASSAN Mohamed","EGY","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J1",5,"WOO Haram","KOR","109C",3.8,"74.10","=4",216.9,"4",32.95,7,"HASSAN Mohamed","EGY","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J1",1,"KUZNETSOV Evgenii","RUS","5156B",3.9,"74.10","=4",232.2,"3",17.65,6.5,"HASSAN Mohamed","EGY","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J1",2,"HE Chao","CHN","5172B",3.7,"83.25","1",249.85,"1",0,7.5,"HASSAN Mohamed","EGY","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J1",4,"MEARS Christopher","GBR","5154B",3.4,"76.50","=2",235.2,"2",14.65,7.5,"HASSAN Mohamed","EGY","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J3",4,"MEARS Christopher","GBR","5154B",3.4,"76.50","=2",235.2,"2",14.65,7.5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J3",5,"WOO Haram","KOR","109C",3.8,"74.10","=4",216.9,"4",32.95,6.5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J3",3,"LAUGHER Jack","GBR","407C",3.4,"76.50","=2",207.4,"5",42.45,7,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J3",2,"HE Chao","CHN","5172B",3.7,"83.25","1",249.85,"1",0,8,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J3",6,"GAGNE Philippe","CAN","5154B",3.4,"62.90","6",186.65,"6",63.2,6.5,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J3",1,"KUZNETSOV Evgenii","RUS","5156B",3.9,"74.10","=4",232.2,"3",17.65,6,"RAO Lang","CHN","Female"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J5",5,"WOO Haram","KOR","109C",3.8,"74.10","=4",216.9,"4",32.95,7,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J5",6,"GAGNE Philippe","CAN","5154B",3.4,"62.90","6",186.65,"6",63.2,6,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J5",4,"MEARS Christopher","GBR","5154B",3.4,"76.50","=2",235.2,"2",14.65,7.5,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J5",1,"KUZNETSOV Evgenii","RUS","5156B",3.9,"74.10","=4",232.2,"3",17.65,6,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J5",3,"LAUGHER Jack","GBR","407C",3.4,"76.50","=2",207.4,"5",42.45,7,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Beijing","J5",2,"HE Chao","CHN","5172B",3.7,"83.25","1",249.85,"1",0,7.5,"AVASILOAE Florin","ROU","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Dubai","J6",3,"KUZNETSOV Evgenii","RUS","5156B",3.9,"76.05","4",230.75,"3",24.1,6.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Dubai","J6",2,"KVASHA Illya","UKR","307C",3.5,"82.25","2",220,"4",34.85,8,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Dubai","J6",1,"CAO Yuan","CHN","307C",3.5,"89.25","1",254.85,"1",0,9,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Dubai","J6",5,"WOO Haram","KOR","109C",3.8,"79.8","3",237.9,"2",16.95,6.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Dubai","J6",6,"ZAKHAROV Ilia","RUS","307C",3.5,"43.75","6",171.95,"6",82.9,4.5,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Dubai","J6",4,"IPSEN Kristian","USA","107B",3.1,"75.95","5",219.95,"5",34.9,8,"TOULOUDIS Nikolaos","GRE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Kazan","J5",2,"PACHECO Rommel","SMF","5154B",3.4,"76.5","=1",223.3,"3",12.15,7.5,"ZAMPIERI Marco","ITA","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Kazan","J5",5,"OCAMPO Jahir","SMF","205B",3,"64.5","3",227.7,"2",7.75,6.5,"ZAMPIERI Marco","ITA","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Kazan","J5",3,"GAGNE Philippe","CAN","5154B",3.4,"76.5","=1",222.9,"4",12.55,7.5,"ZAMPIERI Marco","ITA","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Kazan","J5",4,"KVASHA Illya","UKR","307C",3.5,"49","6",214.3,"5",21.15,4.5,"ZAMPIERI Marco","ITA","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Kazan","J5",6,"IMBEAU-DULAC Francois","CAN","205B",3,"63","4",207.9,"6",27.55,7,"ZAMPIERI Marco","ITA","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Kazan","J5",1,"CAO Yuan","CHN","307C",3.5,"59.5","5",235.45,"1",0,6,"ZAMPIERI Marco","ITA","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J4",4,"PACHECO Rommel","SMF","5154B",3.4,"86.7","2",240.9,"3",19,8,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J4",3,"HIXON Michael","USA","5337D",3.5,"84","4",228.6,"6",31.3,8,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J4",5,"WOO Haram","KOR","109C",3.8,"79.8","5",231.1,"4",28.8,8,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J4",6,"MEARS Christopher","GBR","5154B",3.4,"76.5","6",230.05,"5",29.85,8,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J4",2,"KVASHA Illya","UKR","307C",3.5,"85.75","3",246.4,"2",13.5,8.5,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J4",1,"CAO Yuan","CHN","307C",3.5,"94.5","1",259.9,"1",0,8,"AXTELIUS Peter","SWE","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J5",5,"WOO Haram","KOR","109C",3.8,"79.8","5",231.1,"4",28.8,7,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J5",1,"CAO Yuan","CHN","307C",3.5,"94.5","1",259.9,"1",0,9.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J5",4,"PACHECO Rommel","SMF","5154B",3.4,"86.7","2",240.9,"3",19,8.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J5",2,"KVASHA Illya","UKR","307C",3.5,"85.75","3",246.4,"2",13.5,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J5",6,"MEARS Christopher","GBR","5154B",3.4,"76.5","6",230.05,"5",29.85,7.5,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2016,"World_Series_Windsor","J5",3,"HIXON Michael","USA","5337D",3.5,"84","4",228.6,"6",31.3,8,"RUIZ PEDREGUERA Rolando","CUB","Male"
3," men's 3m springboard","semifinal b",2017,"World_Series_Beijing","J7",5,"HAUSDING Patrick","GER","5355B",3.7,"49.95","5",192.2,"5",55.65,4.5,"ROCHA CHAVEZ Sergio","MEX","Male"
3," men's 3m springboard","semifinal b",2017,"World_Series_Beijing","J7",1,"XIE Siyi","CHN","207C",3.6,"86.40","1",244.1,"2",3.75,7.5,"ROCHA CHAVEZ Sergio","MEX","Male"
3," men's 3m springboard","semifinal b",2017,"World_Series_Beijing","J7",4,"FECK Stephan","GER","307C",3.5,"77.00","4",215.75,"4",32.1,7,"ROCHA CHAVEZ Sergio","MEX","Male"
3," men's 3m springboard","semifinal b",2017,"World_Series_Beijing","J7",6,"DINGLEY Oliver","IRL","109C",3.8,"43.70","6",183.1,"6",64.75,4,"ROCHA CHAVEZ Sergio","MEX","Male"
